Gene stable ID	Mouse gene stable ID	Mouse homology type	Gene name
ENSG00000145916	ENSMUSG00000001054	ortholog_one2one	RMND5B
ENSG00000250254	ENSMUSG00000020415	ortholog_one2many	PTTG2
ENSG00000135605	ENSMUSG00000029217	ortholog_one2one	TEC
ENSG00000120949	ENSMUSG00000028602	ortholog_one2one	TNFRSF8
ENSG00000103044	ENSMUSG00000031910	ortholog_one2one	HAS3
ENSG00000272391	ENSMUSG00000053293	ortholog_one2many	POM121C
ENSG00000168802	ENSMUSG00000046691	ortholog_one2one	CHTF8
ENSG00000184047	ENSMUSG00000029433	ortholog_one2one	DIABLO
ENSG00000141542	ENSMUSG00000025170	ortholog_one2one	RAB40B
ENSG00000074966	ENSMUSG00000054892	ortholog_one2one	TXK
ENSG00000161860	ENSMUSG00000003824	ortholog_one2one	SYCE2
ENSG00000149452	ENSMUSG00000063796	ortholog_one2one	SLC22A8
ENSG00000126882	ENSMUSG00000050592	ortholog_one2one	FAM78A
ENSG00000284568			MIR371B
ENSG00000101972	ENSMUSG00000025862	ortholog_one2one	STAG2
ENSG00000179820	ENSMUSG00000068566	ortholog_one2one	MYADM
ENSG00000097007	ENSMUSG00000026842	ortholog_one2one	ABL1
ENSG00000119041	ENSMUSG00000041303	ortholog_one2one	GTF3C3
ENSG00000197451	ENSMUSG00000020358	ortholog_one2one	HNRNPAB
ENSG00000162521	ENSMUSG00000057236	ortholog_one2one	RBBP4
ENSG00000198736	ENSMUSG00000075705	ortholog_one2one	MSRB1
ENSG00000109689	ENSMUSG00000039156	ortholog_one2one	STIM2
ENSG00000127946	ENSMUSG00000039959	ortholog_one2one	HIP1
ENSG00000141560	ENSMUSG00000039253	ortholog_one2one	FN3KRP
ENSG00000140986	ENSMUSG00000002500	ortholog_one2one	RPL3L
ENSG00000126583	ENSMUSG00000078816	ortholog_one2one	PRKCG
ENSG00000106952	ENSMUSG00000028362	ortholog_one2one	TNFSF8
ENSG00000149742	ENSMUSG00000063590	ortholog_one2many	SLC22A9
ENSG00000149742	ENSMUSG00000053303	ortholog_one2many	SLC22A9
ENSG00000149742	ENSMUSG00000075044	ortholog_one2many	SLC22A9
ENSG00000149742	ENSMUSG00000024757	ortholog_one2many	SLC22A9
ENSG00000149742	ENSMUSG00000067656	ortholog_one2many	SLC22A9
ENSG00000149742	ENSMUSG00000052562	ortholog_one2many	SLC22A9
ENSG00000003987	ENSMUSG00000039431	ortholog_one2one	MTMR7
ENSG00000140990	ENSMUSG00000040048	ortholog_one2one	NDUFB10
ENSG00000041982	ENSMUSG00000028364	ortholog_one2one	TNC
ENSG00000132256	ENSMUSG00000030921	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000060441	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000057143	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000078616	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000052749	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000057596	ortholog_one2many	TRIM5
ENSG00000132256	ENSMUSG00000066258	ortholog_one2many	TRIM5
ENSG00000175309	ENSMUSG00000020359	ortholog_one2one	PHYKPL
ENSG00000167363	ENSMUSG00000025175	ortholog_one2one	FN3K
ENSG00000140988			RPS2
ENSG00000140612	ENSMUSG00000025724	ortholog_one2one	SEC11A
ENSG00000187944	ENSMUSG00000109809	ortholog_one2one	C2orf66
ENSG00000003989	ENSMUSG00000031596	ortholog_one2one	SLC7A2
ENSG00000197121	ENSMUSG00000073678	ortholog_one2one	PGAP1
ENSG00000105605	ENSMUSG00000069806	ortholog_one2one	CACNG7
ENSG00000111667	ENSMUSG00000038429	ortholog_one2one	USP5
ENSG00000142408	ENSMUSG00000053395	ortholog_one2one	CACNG8
ENSG00000130433	ENSMUSG00000078815	ortholog_one2one	CACNG6
ENSG00000141556	ENSMUSG00000039230	ortholog_one2one	TBCD
ENSG00000189068			VSTM1
ENSG00000006606			CCL26
ENSG00000197467	ENSMUSG00000058806	ortholog_one2one	COL13A1
ENSG00000106178	ENSMUSG00000004814	ortholog_one2one	CCL24
ENSG00000005486	ENSMUSG00000039917	ortholog_one2one	RHBDD2
ENSG00000204463	ENSMUSG00000024392	ortholog_one2one	BAG6
ENSG00000132254	ENSMUSG00000030881	ortholog_one2one	ARFIP2
ENSG00000145912	ENSMUSG00000001056	ortholog_one2one	NHP2
ENSG00000162520	ENSMUSG00000001333	ortholog_one2one	SYNC
ENSG00000065882	ENSMUSG00000029174	ortholog_one2one	TBC1D1
ENSG00000115594	ENSMUSG00000026072	ortholog_one2one	IL1R1
ENSG00000135077	ENSMUSG00000020399	ortholog_one2one	HAVCR2
ENSG00000104213	ENSMUSG00000031595	ortholog_one2one	PDGFRL
ENSG00000162522	ENSMUSG00000050390	ortholog_one2one	KIAA1522
ENSG00000179580	ENSMUSG00000008482	ortholog_one2one	RNF151
ENSG00000105643	ENSMUSG00000002910	ortholog_one2one	ARRDC2
ENSG00000127329	ENSMUSG00000020154	ortholog_one2one	PTPRB
ENSG00000183751	ENSMUSG00000040688	ortholog_one2one	TBL3
ENSG00000198363	ENSMUSG00000028207	ortholog_one2one	ASPH
ENSG00000103740	ENSMUSG00000032281	ortholog_one2one	ACSBG1
ENSG00000132286			TIMM10B
ENSG00000116497	ENSMUSG00000040928	ortholog_one2one	S100PBP
ENSG00000105325	ENSMUSG00000020235	ortholog_one2one	FZR1
ENSG00000121905	ENSMUSG00000028785	ortholog_one2one	HPCA
ENSG00000166340	ENSMUSG00000030894	ortholog_one2one	TPP1
ENSG00000140403	ENSMUSG00000032285	ortholog_one2one	DNAJA4
ENSG00000127952	ENSMUSG00000019178	ortholog_one2one	STYXL1
ENSG00000121900	ENSMUSG00000028786	ortholog_one2one	TMEM54
ENSG00000143222	ENSMUSG00000062963	ortholog_one2one	UFC1
ENSG00000196408	ENSMUSG00000019320	ortholog_one2one	NOXO1
ENSG00000115598	ENSMUSG00000070942	ortholog_one2one	IL1RL2
ENSG00000143224	ENSMUSG00000062729	ortholog_one2one	PPOX
ENSG00000146701	ENSMUSG00000019179	ortholog_one2one	MDH2
ENSG00000138750	ENSMUSG00000034826	ortholog_one2one	NUP54
ENSG00000131951	ENSMUSG00000021090	ortholog_one2one	LRRC9
ENSG00000115602	ENSMUSG00000026069	ortholog_one2one	IL1RL1
ENSG00000233013			FAM157B
ENSG00000064961	ENSMUSG00000020232	ortholog_one2one	HMG20B
ENSG00000109184	ENSMUSG00000051674	ortholog_one2one	DCUN1D4
ENSG00000127561	ENSMUSG00000007021	ortholog_one2one	SYNGR3
ENSG00000062582	ENSMUSG00000020477	ortholog_one2one	MRPS24
ENSG00000270617			URGCP-MRPS24
ENSG00000259104			PTCSC3
ENSG00000106608	ENSMUSG00000049680	ortholog_one2one	URGCP
ENSG00000168350	ENSMUSG00000021263	ortholog_one2one	DEGS2
ENSG00000179855	ENSMUSG00000034872	ortholog_one2one	GIPC3
ENSG00000100664	ENSMUSG00000021282	ortholog_one2one	EIF5
ENSG00000180251	ENSMUSG00000026065	ortholog_one2one	SLC9A4
ENSG00000007080	ENSMUSG00000007721	ortholog_one2one	CCDC124
ENSG00000173575	ENSMUSG00000078671	ortholog_one2one	CHD2
ENSG00000158850	ENSMUSG00000052423	ortholog_one2one	B4GALT3
ENSG00000144182	ENSMUSG00000037216	ortholog_one2one	LIPT1
ENSG00000105701	ENSMUSG00000019428	ortholog_one2one	FKBP8
ENSG00000078967			UBE2D4
ENSG00000274628			CYP4F59P
ENSG00000158411	ENSMUSG00000026088	ortholog_one2one	MITD1
ENSG00000158859	ENSMUSG00000006403	ortholog_one2one	ADAMTS4
ENSG00000185414	ENSMUSG00000026087	ortholog_one2one	MRPL30
ENSG00000158869	ENSMUSG00000058715	ortholog_one2one	FCER1G
ENSG00000065057	ENSMUSG00000041429	ortholog_one2one	NTHL1
ENSG00000175697	ENSMUSG00000046961	ortholog_one2one	GPR156
ENSG00000158874	ENSMUSG00000005681	ortholog_one2one	APOA2
ENSG00000144214	ENSMUSG00000026085	ortholog_one2one	LYG1
ENSG00000243566	ENSMUSG00000042985	ortholog_one2one	UPK3B
ENSG00000169282	ENSMUSG00000027827	ortholog_one2one	KCNAB1
ENSG00000115514	ENSMUSG00000058407	ortholog_one2one	TXNDC9
ENSG00000146707	ENSMUSG00000004948	ortholog_one2many	POMZP3
ENSG00000170782	ENSMUSG00000073897	ortholog_one2one	OR10A4
ENSG00000167962	ENSMUSG00000041130	ortholog_one2one	ZNF598
ENSG00000134824	ENSMUSG00000024665	ortholog_one2one	FADS2
ENSG00000188993	ENSMUSG00000067206	ortholog_one2one	LRRC66
ENSG00000158882	ENSMUSG00000005674	ortholog_one2one	TOMM40L
ENSG00000163069	ENSMUSG00000029156	ortholog_one2one	SGCB
ENSG00000196247			ZNF107
ENSG00000290844			ADAM6
ENSG00000163071	ENSMUSG00000029155	ortholog_one2one	SPATA18
ENSG00000283945			LINC00032
ENSG00000173464			RNASE11
ENSG00000291187			LINC00032
ENSG00000146666			LINC00525
ENSG00000105700			KXD1
ENSG00000106976	ENSMUSG00000026825	ortholog_one2one	DNM1
ENSG00000136273	ENSMUSG00000020413	ortholog_one2one	HUS1
ENSG00000145675	ENSMUSG00000041417	ortholog_one2one	PIK3R1
ENSG00000165617	ENSMUSG00000044548	ortholog_one2one	DACT1
ENSG00000197599	ENSMUSG00000059562	ortholog_one2one	CCDC154
ENSG00000179299	ENSMUSG00000029206	ortholog_one2one	NSUN7
ENSG00000197406	ENSMUSG00000075707	ortholog_one2one	DIO3
ENSG00000178074	ENSMUSG00000038323	ortholog_one2one	C2orf69
ENSG00000204694	ENSMUSG00000064121	ortholog_one2one	OR11A1
ENSG00000140750	ENSMUSG00000030766	ortholog_one2one	ARHGAP17
ENSG00000153303			FRMD1
ENSG00000162971	ENSMUSG00000048495	ortholog_one2one	TYW5
ENSG00000173113	ENSMUSG00000038812	ortholog_one2one	TRMT112
ENSG00000100749	ENSMUSG00000021115	ortholog_one2one	VRK1
ENSG00000154277	ENSMUSG00000029223	ortholog_one2one	UCHL1
ENSG00000164746	ENSMUSG00000040978	ortholog_one2one	C7orf57
ENSG00000137504	ENSMUSG00000051451	ortholog_one2one	CREBZF
ENSG00000221983	ENSMUSG00000090137	ortholog_one2one	UBA52
ENSG00000174914	ENSMUSG00000075209	ortholog_one2one	OR9G1
ENSG00000254466	ENSMUSG00000067528	ortholog_one2many	OR4D10
ENSG00000254466	ENSMUSG00000067526	ortholog_one2many	OR4D10
ENSG00000254466	ENSMUSG00000044994	ortholog_one2many	OR4D10
ENSG00000188211			NCR3LG1
ENSG00000115112	ENSMUSG00000026380	ortholog_one2one	TFCP2L1
ENSG00000109906	ENSMUSG00000066687	ortholog_one2one	ZBTB16
ENSG00000143257	ENSMUSG00000005677	ortholog_one2one	NR1I3
ENSG00000158683	ENSMUSG00000046634	ortholog_one2one	PKD1L1
ENSG00000144015	ENSMUSG00000079162	ortholog_many2many	TRIM43
ENSG00000144015	ENSMUSG00000067399	ortholog_many2many	TRIM43
ENSG00000144015	ENSMUSG00000090693	ortholog_many2many	TRIM43
ENSG00000166206	ENSMUSG00000033676	ortholog_one2one	GABRB3
ENSG00000112486	ENSMUSG00000040899	ortholog_one2one	CCR6
ENSG00000006611	ENSMUSG00000030838	ortholog_one2one	USH1C
ENSG00000163320	ENSMUSG00000054604	ortholog_one2one	CGGBP1
ENSG00000115524	ENSMUSG00000025982	ortholog_one2one	SF3B1
ENSG00000103018	ENSMUSG00000031924	ortholog_one2one	CYB5B
ENSG00000175105	ENSMUSG00000047141	ortholog_one2one	ZNF654
ENSG00000139193	ENSMUSG00000030336	ortholog_one2one	CD27
ENSG00000139200	ENSMUSG00000030329	ortholog_one2one	PIANP
ENSG00000006016	ENSMUSG00000007888	ortholog_one2one	CRLF1
ENSG00000176406	ENSMUSG00000037386	ortholog_one2one	RIMS2
ENSG00000158865	ENSMUSG00000030769	ortholog_one2one	SLC5A11
ENSG00000073282	ENSMUSG00000022510	ortholog_one2one	TP63
ENSG00000166225	ENSMUSG00000020170	ortholog_one2one	FRS2
ENSG00000158517	ENSMUSG00000015950	ortholog_one2one	NCF1
ENSG00000105696	ENSMUSG00000035964	ortholog_one2one	TMEM59L
ENSG00000186297	ENSMUSG00000055078	ortholog_one2one	GABRA5
ENSG00000071127	ENSMUSG00000005103	ortholog_one2one	WDR1
ENSG00000115541	ENSMUSG00000073676	ortholog_one2many	HSPE1
ENSG00000115541	ENSMUSG00000117621	ortholog_one2many	HSPE1
ENSG00000124762	ENSMUSG00000023067	ortholog_one2one	CDKN1A
ENSG00000270757			HSPE1-MOB4
ENSG00000198429	ENSMUSG00000055150	ortholog_many2many	ZNF69
ENSG00000196757	ENSMUSG00000054648	ortholog_one2many	ZNF700
ENSG00000196757	ENSMUSG00000060427	ortholog_one2many	ZNF700
ENSG00000196757	ENSMUSG00000043090	ortholog_one2many	ZNF700
ENSG00000196757	ENSMUSG00000091764	ortholog_one2many	ZNF700
ENSG00000196757	ENSMUSG00000092260	ortholog_one2many	ZNF700
ENSG00000255587	ENSMUSG00000064147	ortholog_one2one	RAB44
ENSG00000171033	ENSMUSG00000027499	ortholog_one2one	PKIA
ENSG00000137168	ENSMUSG00000024007	ortholog_one2one	PPIL1
ENSG00000115540	ENSMUSG00000025979	ortholog_one2one	MOB4
ENSG00000198663	ENSMUSG00000052712	ortholog_one2one	C6orf89
ENSG00000188162	ENSMUSG00000009487	ortholog_one2one	OTOG
ENSG00000188037	ENSMUSG00000029862	ortholog_one2one	CLCN1
ENSG00000197054	ENSMUSG00000055150	ortholog_many2many	ZNF763
ENSG00000104427	ENSMUSG00000043542	ortholog_one2one	ZC2HC1A
ENSG00000145920	ENSMUSG00000025867	ortholog_one2one	CPLX2
ENSG00000160932	ENSMUSG00000022587	ortholog_one2one	LY6E
ENSG00000140519	ENSMUSG00000030549	ortholog_one2one	RHCG
ENSG00000169955	ENSMUSG00000045757	ortholog_many2many	ZNF747
ENSG00000169955	ENSMUSG00000078580	ortholog_many2many	ZNF747
ENSG00000103319	ENSMUSG00000035064	ortholog_one2one	EEF2K
ENSG00000132010	ENSMUSG00000055150	ortholog_many2many	ZNF20
ENSG00000164530	ENSMUSG00000024011	ortholog_one2one	PI16
ENSG00000285077	ENSMUSG00000041219	ortholog_one2many	ARHGAP11B
ENSG00000226976			COX6A1P2
ENSG00000183801	ENSMUSG00000051041	ortholog_one2one	OLFML1
ENSG00000213297			ZNF625-ZNF20
ENSG00000137409	ENSMUSG00000024012	ortholog_one2one	MTCH1
ENSG00000111404	ENSMUSG00000092164	ortholog_one2one	RERGL
ENSG00000139915	ENSMUSG00000034912	ortholog_one2one	MDGA2
ENSG00000185619	ENSMUSG00000033623	ortholog_one2one	PCGF3
ENSG00000257591			ZNF625
ENSG00000140521	ENSMUSG00000039176	ortholog_one2one	POLG
ENSG00000161980	ENSMUSG00000038628	ortholog_one2one	POLR3K
ENSG00000106263	ENSMUSG00000056076	ortholog_one2one	EIF3B
ENSG00000104892	ENSMUSG00000040714	ortholog_one2one	KLC3
ENSG00000103152	ENSMUSG00000020287	ortholog_one2one	MPG
ENSG00000238266			LINC00707
ENSG00000166387	ENSMUSG00000036528	ortholog_one2one	PPFIBP2
ENSG00000173262			SLC2A14
ENSG00000176956	ENSMUSG00000022577	ortholog_one2one	LY6H
ENSG00000149932	ENSMUSG00000060538	ortholog_one2one	TMEM219
ENSG00000259129			LINC00648
ENSG00000019995	ENSMUSG00000030967	ortholog_one2one	ZRANB1
ENSG00000144362	ENSMUSG00000027088	ortholog_one2one	PHOSPHO2
ENSG00000100814	ENSMUSG00000071470	ortholog_one2one	CCNB1IP1
ENSG00000175029	ENSMUSG00000030970	ortholog_one2one	CTBP2
ENSG00000277494	ENSMUSG00000022579	ortholog_one2one	GPIHBP1
ENSG00000213160	ENSMUSG00000042155	ortholog_one2one	KLHL23
ENSG00000104881	ENSMUSG00000040734	ortholog_one2one	PPP1R13L
ENSG00000137193	ENSMUSG00000024014	ortholog_one2one	PIM1
ENSG00000181638	ENSMUSG00000047003	ortholog_one2one	ZFP41
ENSG00000172349	ENSMUSG00000001741	ortholog_one2one	IL16
ENSG00000170234	ENSMUSG00000044950	ortholog_one2one	PWWP2A
ENSG00000015413	ENSMUSG00000019278	ortholog_one2one	DPEP1
ENSG00000250571			GLI4
ENSG00000172738	ENSMUSG00000079580	ortholog_one2one	TMEM217
ENSG00000171209	ENSMUSG00000001622	ortholog_one2one	CSN3
ENSG00000049883	ENSMUSG00000021650	ortholog_one2one	PTCD2
ENSG00000138385	ENSMUSG00000068882	ortholog_one2one	SSB
ENSG00000229924	ENSMUSG00000043549	ortholog_many2many	FAM90A26
ENSG00000229924	ENSMUSG00000079112	ortholog_many2many	FAM90A26
ENSG00000112182	ENSMUSG00000040270	ortholog_one2one	BACH2
ENSG00000168421	ENSMUSG00000029204	ortholog_one2one	RHOH
ENSG00000185730			ZNF696
ENSG00000106009	ENSMUSG00000000148	ortholog_one2one	BRAT1
ENSG00000147526	ENSMUSG00000065954	ortholog_one2one	TACC1
ENSG00000138382	ENSMUSG00000051730	ortholog_one2one	METTL5
ENSG00000166669	ENSMUSG00000039200	ortholog_one2one	ATF7IP2
ENSG00000128564	ENSMUSG00000037428	ortholog_one2one	VGF
ENSG00000005108	ENSMUSG00000032625	ortholog_one2one	THSD7A
ENSG00000124496	ENSMUSG00000064043	ortholog_one2one	TRERF1
ENSG00000127241	ENSMUSG00000022887	ortholog_one2one	MASP1
ENSG00000104884	ENSMUSG00000030400	ortholog_one2one	ERCC2
ENSG00000141579	ENSMUSG00000039238	ortholog_one2one	ZNF750
ENSG00000164305	ENSMUSG00000031628	ortholog_one2one	CASP3
ENSG00000122859	ENSMUSG00000044312	ortholog_one2one	NEUROG3
ENSG00000146809	ENSMUSG00000029685	ortholog_one2one	ASB15
ENSG00000095787	ENSMUSG00000024283	ortholog_one2one	WAC
ENSG00000176845	ENSMUSG00000039208	ortholog_one2one	METRNL
ENSG00000129474	ENSMUSG00000022178	ortholog_one2one	AJUBA
ENSG00000112299	ENSMUSG00000037440	ortholog_one2one	VNN1
ENSG00000112303			VNN2
ENSG00000267060	ENSMUSG00000097487	ortholog_one2one	PTGES3L
ENSG00000164651	ENSMUSG00000048562	ortholog_one2one	SP8
ENSG00000048405	ENSMUSG00000039841	ortholog_one2one	ZNF800
ENSG00000129480	ENSMUSG00000020956	ortholog_one2one	DTD2
ENSG00000005882	ENSMUSG00000038967	ortholog_one2one	PDK2
ENSG00000140853	ENSMUSG00000074151	ortholog_one2one	NLRC5
ENSG00000100522	ENSMUSG00000037722	ortholog_one2one	GNPNAT1
ENSG00000144381	ENSMUSG00000025980	ortholog_one2one	HSPD1
ENSG00000076108	ENSMUSG00000040054	ortholog_one2one	BAZ2A
ENSG00000091513	ENSMUSG00000032554	ortholog_one2one	TF
ENSG00000137075	ENSMUSG00000035696	ortholog_one2one	RNF38
ENSG00000178175	ENSMUSG00000050919	ortholog_one2one	ZNF366
ENSG00000128512	ENSMUSG00000035954	ortholog_one2one	DOCK4
ENSG00000211445	ENSMUSG00000018339	ortholog_one2one	GPX3
ENSG00000232653	ENSMUSG00000002546	ortholog_one2many	GOLGA8N
ENSG00000073712	ENSMUSG00000037712	ortholog_one2one	FERMT2
ENSG00000166394	ENSMUSG00000048065	ortholog_one2one	CYB5R2
ENSG00000145901	ENSMUSG00000020400	ortholog_one2one	TNIP1
ENSG00000129003	ENSMUSG00000035284	ortholog_one2one	VPS13C
ENSG00000183090	ENSMUSG00000042353	ortholog_one2one	FREM3
ENSG00000188112	ENSMUSG00000034382	ortholog_one2one	C6orf132
ENSG00000197465	ENSMUSG00000051839	ortholog_one2many	GYPE
ENSG00000213719	ENSMUSG00000007041	ortholog_one2one	CLIC1
ENSG00000174640	ENSMUSG00000032548	ortholog_one2one	SLCO2A1
ENSG00000167100	ENSMUSG00000047181	ortholog_one2one	SAMD14
ENSG00000170180	ENSMUSG00000051839	ortholog_one2many	GYPA
ENSG00000139211	ENSMUSG00000048218	ortholog_one2one	AMIGO2
ENSG00000198178	ENSMUSG00000059639	ortholog_one2many	CLEC4C
ENSG00000198178	ENSMUSG00000067767	ortholog_one2many	CLEC4C
ENSG00000198178	ENSMUSG00000043832	ortholog_one2many	CLEC4C
ENSG00000198178	ENSMUSG00000030148	ortholog_one2many	CLEC4C
ENSG00000198178	ENSMUSG00000030147	ortholog_one2many	CLEC4C
ENSG00000243799			PEX5L-AS1
ENSG00000122705	ENSMUSG00000028478	ortholog_one2one	CLTA
ENSG00000244302			PEX5L-AS2
ENSG00000108819	ENSMUSG00000038976	ortholog_one2one	PPP1R9B
ENSG00000198093			ZNF649
ENSG00000153002	ENSMUSG00000011463	ortholog_one2one	CPB1
ENSG00000137656	ENSMUSG00000032077	ortholog_one2one	BUD13
ENSG00000154188	ENSMUSG00000022309	ortholog_one2one	ANGPT1
ENSG00000120278	ENSMUSG00000040624	ortholog_one2one	PLEKHG1
ENSG00000176024			ZNF613
ENSG00000108821	ENSMUSG00000001506	ortholog_one2one	COL1A1
ENSG00000234745			HLA-B
ENSG00000256683			ZNF350
ENSG00000120875	ENSMUSG00000031530	ortholog_one2one	DUSP4
ENSG00000100523	ENSMUSG00000037697	ortholog_one2one	DDHD1
ENSG00000139220	ENSMUSG00000053825	ortholog_one2one	PPFIA2
ENSG00000130635	ENSMUSG00000026837	ortholog_one2one	COL5A1
ENSG00000178860	ENSMUSG00000025930	ortholog_one2one	MSC
ENSG00000164683	ENSMUSG00000040289	ortholog_one2one	HEY1
ENSG00000170929	ENSMUSG00000054141	ortholog_one2one	OR1M1
ENSG00000161807	ENSMUSG00000048391	ortholog_one2many	OR7G1
ENSG00000161807	ENSMUSG00000051414	ortholog_one2many	OR7G1
ENSG00000161807	ENSMUSG00000094535	ortholog_one2many	OR7G1
ENSG00000161807	ENSMUSG00000095667	ortholog_one2many	OR7G1
ENSG00000170920	ENSMUSG00000095525	ortholog_one2many	OR7G3
ENSG00000170920	ENSMUSG00000095957	ortholog_one2many	OR7G3
ENSG00000130803	ENSMUSG00000057551	ortholog_one2one	ZNF317
ENSG00000144891	ENSMUSG00000049115	ortholog_one2many	AGTR1
ENSG00000144891	ENSMUSG00000054988	ortholog_one2many	AGTR1
ENSG00000244161			FLNB-AS1
ENSG00000188000			OR7D2
ENSG00000163687	ENSMUSG00000025279	ortholog_one2one	DNASE1L3
ENSG00000189129	ENSMUSG00000095304	ortholog_one2one	PLAC9
ENSG00000174667	ENSMUSG00000051118	ortholog_one2many	OR7D4
ENSG00000174667	ENSMUSG00000059623	ortholog_one2many	OR7D4
ENSG00000174667	ENSMUSG00000044454	ortholog_one2many	OR7D4
ENSG00000079432	ENSMUSG00000005442	ortholog_one2one	CIC
ENSG00000119938	ENSMUSG00000067279	ortholog_one2one	PPP1R3C
ENSG00000144357	ENSMUSG00000044308	ortholog_one2one	UBR3
ENSG00000152457	ENSMUSG00000026648	ortholog_one2one	DCLRE1C
ENSG00000240247	ENSMUSG00000060070	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000060208	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000079113	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000065956	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074441	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074443	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000063206	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074447	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000096295	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000094818	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074446	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000058618	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074442	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000061845	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074439	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074440	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000095066	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074444	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000064213	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000061958	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000079114	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000094662	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074437	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000079120	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000079116	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000082211	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000094362	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000074434	ortholog_many2many	DEFA1B
ENSG00000240247	ENSMUSG00000094687	ortholog_many2many	DEFA1B
ENSG00000197045	ENSMUSG00000062014	ortholog_one2one	GMFB
ENSG00000163686	ENSMUSG00000025277	ortholog_one2one	ABHD6
ENSG00000239839	ENSMUSG00000060070	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000060208	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000079113	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000065956	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074441	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074443	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000063206	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074447	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000096295	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000094818	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074446	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000058618	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074442	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000061845	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074439	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074440	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000095066	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074444	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000064213	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000061958	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000079114	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000094662	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074437	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000079120	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000079116	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000082211	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000094362	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000074434	ortholog_many2many	DEFA3
ENSG00000239839	ENSMUSG00000094687	ortholog_many2many	DEFA3
ENSG00000164816	ENSMUSG00000060070	ortholog_many2many	DEFA5
ENSG00000164816	ENSMUSG00000060208	ortholog_many2many	DEFA5
ENSG00000164816	ENSMUSG00000079113	ortholog_many2many	DEFA5
ENSG00000164816	ENSMUSG00000065956	ortholog_many2many	DEFA5
ENSG00000164816	ENSMUSG00000074441	ortholog_many2many	DEFA5
