Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name	Gene name	Mouse homology type
ENSG00000225921	ENSG00000225921.7	ENSMUSG00000063200	Nol7	NOL7	ortholog_one2one
ENSG00000165140	ENSG00000165140.12	ENSMUSG00000069805	Fbp1	FBP1	ortholog_one2one
ENSG00000010017	ENSG00000010017.13	ENSMUSG00000038546	Ranbp9	RANBP9	ortholog_one2one
ENSG00000138400	ENSG00000138400.13	ENSMUSG00000025963	Mdh1b	MDH1B	ortholog_one2one
ENSG00000151065	ENSG00000151065.14	ENSMUSG00000041477	Dcp1b	DCP1B	ortholog_one2one
ENSG00000102003	ENSG00000102003.12	ENSMUSG00000031144	Syp	SYP	ortholog_one2one
ENSG00000175315	ENSG00000175315.3	ENSMUSG00000024846	Cst6	CST6	ortholog_one2one
ENSG00000175294	ENSG00000175294.6	ENSMUSG00000038498	Catsper1	CATSPER1	ortholog_one2one
ENSG00000006744	ENSG00000006744.19	ENSMUSG00000020549	Elac2	ELAC2	ortholog_one2one
ENSG00000100918	ENSG00000100918.14	ENSMUSG00000002324	Rec8	REC8	ortholog_one2one
ENSG00000148672	ENSG00000148672.10	ENSMUSG00000021794	Glud1	GLUD1	ortholog_one2many
ENSG00000130340	ENSG00000130340.17	ENSMUSG00000002365	Snx9	SNX9	ortholog_one2one
ENSG00000101846	ENSG00000101846.9			STS	
ENSG00000106780	ENSG00000106780.9	ENSMUSG00000039270	Megf9	MEGF9	ortholog_one2one
ENSG00000175229	ENSG00000175229.7	ENSMUSG00000047658	Gal3st3	GAL3ST3	ortholog_one2one
ENSG00000112983	ENSG00000112983.18	ENSMUSG00000003778	Brd8	BRD8	ortholog_one2one
ENSG00000111752	ENSG00000111752.11	ENSMUSG00000040669	Phc1	PHC1	ortholog_one2one
ENSG00000119402	ENSG00000119402.18	ENSMUSG00000035949	Fbxw2	FBXW2	ortholog_one2one
ENSG00000087365	ENSG00000087365.16	ENSMUSG00000024853	Sf3b2	SF3B2	ortholog_one2one
ENSG00000006451	ENSG00000006451.8	ENSMUSG00000008859	Rala	RALA	ortholog_one2one
ENSG00000006757	ENSG00000006757.12			PNPLA4	
ENSG00000078269	ENSG00000078269.15	ENSMUSG00000023805	Synj2	SYNJ2	ortholog_one2one
ENSG00000254521	ENSG00000254521.7	ENSMUSG00000030474	Siglece	SIGLEC12	ortholog_one2many
ENSG00000119392	ENSG00000119392.16	ENSMUSG00000019715	Gle1	GLE1	ortholog_one2one
ENSG00000204116	ENSG00000204116.12	ENSMUSG00000031327	Chic1	CHIC1	ortholog_one2one
ENSG00000188185	ENSG00000188185.13			LINC00265	
ENSG00000183309	ENSG00000183309.12	ENSMUSG00000050846	Zfp623	ZNF623	ortholog_one2one
ENSG00000138376	ENSG00000138376.11	ENSMUSG00000026196	Bard1	BARD1	ortholog_one2one
ENSG00000117525	ENSG00000117525.14	ENSMUSG00000028128	F3	F3	ortholog_one2one
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000039013	Siglecf	SIGLEC6	ortholog_many2many
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000051504	Siglech	SIGLEC6	ortholog_many2many
ENSG00000105492	ENSG00000105492.16	ENSMUSG00000004609	Cd33	SIGLEC6	ortholog_many2many
ENSG00000164953	ENSG00000164953.17	ENSMUSG00000049488	Tmem67	TMEM67	ortholog_one2one
ENSG00000166619	ENSG00000166619.15	ENSMUSG00000067787	Blcap	BLCAP	ortholog_one2one
ENSG00000179304	ENSG00000179304.18	ENSMUSG00000041353	Tmem29	FAM156B	ortholog_one2many
ENSG00000004948	ENSG00000004948.16	ENSMUSG00000023964	Calcr	CALCR	ortholog_one2one
ENSG00000051382	ENSG00000051382.9	ENSMUSG00000032462	Pik3cb	PIK3CB	ortholog_one2one
ENSG00000224238	ENSG00000224238.2			WARS2-IT1	
ENSG00000053438	ENSG00000053438.11			NNAT	
ENSG00000189186	ENSG00000189186.11	ENSMUSG00000035395	Dcaf8l	DCAF8L2	ortholog_one2many
ENSG00000162692	ENSG00000162692.12	ENSMUSG00000027962	Vcam1	VCAM1	ortholog_one2one
ENSG00000124334	ENSG00000124334.18	ENSMUSG00000020279	Il9r	IL9R	ortholog_one2one
ENSG00000225759	ENSG00000225759.1			LINC00489	
ENSG00000140564	ENSG00000140564.13	ENSMUSG00000030530	Furin	FURIN	ortholog_one2one
ENSG00000101004	ENSG00000101004.16	ENSMUSG00000068115	Ninl	NINL	ortholog_one2one
ENSG00000105497	ENSG00000105497.8			ZNF175	
ENSG00000125510	ENSG00000125510.18	ENSMUSG00000027584	Oprl1	OPRL1	ortholog_one2one
ENSG00000003056	ENSG00000003056.8	ENSMUSG00000007458	M6pr	M6PR	ortholog_one2one
ENSG00000165175	ENSG00000165175.17	ENSMUSG00000008035	Mid1ip1	MID1IP1	ortholog_one2one
ENSG00000088827	ENSG00000088827.14	ENSMUSG00000027322	Siglec1	SIGLEC1	ortholog_one2one
ENSG00000105509	ENSG00000105509.11	ENSMUSG00000003665	Has1	HAS1	ortholog_one2one
ENSG00000174903	ENSG00000174903.16	ENSMUSG00000024870	Rab1b	RAB1B	ortholog_one2one
ENSG00000112818	ENSG00000112818.11			MEP1A	
ENSG00000176473	ENSG00000176473.14	ENSMUSG00000040877	Wdr25	WDR25	ortholog_one2one
ENSG00000139187	ENSG00000139187.10	ENSMUSG00000030114	Klrg1	KLRG1	ortholog_one2one
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000048062	Fpr-rs4	FPR2	ortholog_one2many
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000071275	Fpr-rs6	FPR2	ortholog_one2many
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000052270	Fpr2	FPR2	ortholog_one2many
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000071276	Fpr-rs7	FPR2	ortholog_one2many
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000079700	Fpr3	FPR2	ortholog_one2many
ENSG00000171049	ENSG00000171049.9	ENSMUSG00000060701	Fpr-rs3	FPR2	ortholog_one2many
ENSG00000088298	ENSG00000088298.13	ENSMUSG00000038312	Edem2	EDEM2	ortholog_one2one
ENSG00000198162	ENSG00000198162.12	ENSMUSG00000008763	Man1a2	MAN1A2	ortholog_one2one
ENSG00000187474	ENSG00000187474.5			FPR3	
ENSG00000174871	ENSG00000174871.11	ENSMUSG00000024873	Cnih2	CNIH2	ortholog_one2one
ENSG00000104967	ENSG00000104967.8	ENSMUSG00000030411	Nova2	NOVA2	ortholog_one2one
ENSG00000245105	ENSG00000245105.4			A2M-AS1	
ENSG00000156711	ENSG00000156711.17	ENSMUSG00000004864	Mapk13	MAPK13	ortholog_one2one
ENSG00000126838	ENSG00000126838.10	ENSMUSG00000059908	Mug1	PZP	ortholog_many2many
ENSG00000126838	ENSG00000126838.10	ENSMUSG00000108022	Gm7298	PZP	ortholog_many2many
ENSG00000126838	ENSG00000126838.10	ENSMUSG00000030131	Mug2	PZP	ortholog_many2many
ENSG00000101019	ENSG00000101019.22	ENSMUSG00000005882	Uqcc1	UQCC1	ortholog_one2one
ENSG00000096996	ENSG00000096996.16	ENSMUSG00000000791	Il12rb1	IL12RB1	ortholog_one2one
ENSG00000174851	ENSG00000174851.16	ENSMUSG00000024875	Yif1a	YIF1A	ortholog_one2one
ENSG00000100628	ENSG00000100628.12	ENSMUSG00000021200	Asb2	ASB2	ortholog_one2one
ENSG00000172183	ENSG00000172183.16	ENSMUSG00000039236	Isg20	ISG20	ortholog_one2one
ENSG00000144736	ENSG00000144736.14	ENSMUSG00000035378	Shq1	SHQ1	ortholog_one2one
ENSG00000257335	ENSG00000257335.8	ENSMUSG00000068587	Mgam	MGAM	ortholog_one2one
ENSG00000171517	ENSG00000171517.6	ENSMUSG00000036832	Lpar3	LPAR3	ortholog_one2one
ENSG00000166794	ENSG00000166794.6	ENSMUSG00000032383	Ppib	PPIB	ortholog_one2one
ENSG00000103723	ENSG00000103723.17	ENSMUSG00000062444	Ap3b2	AP3B2	ortholog_one2one
ENSG00000232878	ENSG00000232878.3			DPYD-AS1	
ENSG00000183230	ENSG00000183230.18	ENSMUSG00000060843	Ctnna3	CTNNA3	ortholog_one2one
ENSG00000165006	ENSG00000165006.14	ENSMUSG00000028437	Ubap1	UBAP1	ortholog_one2one
ENSG00000143079	ENSG00000143079.15	ENSMUSG00000062127	Cttnbp2nl	CTTNBP2NL	ortholog_one2one
ENSG00000153976	ENSG00000153976.3	ENSMUSG00000047759	Hs3st3a1	HS3ST3A1	ortholog_one2one
ENSG00000089723	ENSG00000089723.10	ENSMUSG00000021203	Otub2	OTUB2	ortholog_one2one
ENSG00000006695	ENSG00000006695.12	ENSMUSG00000042148	Cox10	COX10	ortholog_one2one
ENSG00000096070	ENSG00000096070.19	ENSMUSG00000063952	Brpf3	BRPF3	ortholog_one2one
ENSG00000140854	ENSG00000140854.13	ENSMUSG00000031787	Katnb1	KATNB1	ortholog_one2one
ENSG00000165948	ENSG00000165948.11			IFI27L1	
ENSG00000179292	ENSG00000179292.5	ENSMUSG00000061451	Tmem151a	TMEM151A	ortholog_one2one
ENSG00000161217	ENSG00000161217.12	ENSMUSG00000005615	Pcyt1a	PCYT1A	ortholog_one2one
ENSG00000174807	ENSG00000174807.4	ENSMUSG00000056481	Cd248	CD248	ortholog_one2one
ENSG00000174791	ENSG00000174791.11	ENSMUSG00000024883	Rin1	RIN1	ortholog_one2one
ENSG00000155090	ENSG00000155090.15	ENSMUSG00000037465	Klf10	KLF10	ortholog_one2one
ENSG00000108176	ENSG00000108176.15	ENSMUSG00000036764	Dnajc12	DNAJC12	ortholog_one2one
ENSG00000085491	ENSG00000085491.17	ENSMUSG00000040322	Slc25a24	SLC25A24	ortholog_one2one
ENSG00000089225	ENSG00000089225.20	ENSMUSG00000018263	Tbx5	TBX5	ortholog_one2one
ENSG00000170035	ENSG00000170035.16	ENSMUSG00000027011	Ube2e3	UBE2E3	ortholog_one2one
ENSG00000105647	ENSG00000105647.19	ENSMUSG00000031834	Pik3r2	PIK3R2	ortholog_one2one
ENSG00000130988	ENSG00000130988.13	ENSMUSG00000023070	Rgn	RGN	ortholog_one2one
ENSG00000119632	ENSG00000119632.4			IFI27L2	
ENSG00000164978	ENSG00000164978.18	ENSMUSG00000028443	Nudt2	NUDT2	ortholog_one2one
ENSG00000125430	ENSG00000125430.9	ENSMUSG00000070407	Hs3st3b1	HS3ST3B1	ortholog_one2one
ENSG00000096717	ENSG00000096717.12	ENSMUSG00000020063	Sirt1	SIRT1	ortholog_one2one
ENSG00000119698	ENSG00000119698.12	ENSMUSG00000021209	Ppp4r4	PPP4R4	ortholog_one2one
ENSG00000174744	ENSG00000174744.14	ENSMUSG00000080268	Brms1	BRMS1	ortholog_one2one
ENSG00000186638	ENSG00000186638.17	ENSMUSG00000028438	Kif24	KIF24	ortholog_one2one
ENSG00000161542	ENSG00000161542.17	ENSMUSG00000015869	Prpsap1	PRPSAP1	ortholog_one2one
ENSG00000173258	ENSG00000173258.13	ENSMUSG00000038630	Zkscan16	ZNF483	ortholog_one2one
ENSG00000173947	ENSG00000173947.14	ENSMUSG00000010136	Pifo	PIFO	ortholog_one2one
ENSG00000182872	ENSG00000182872.16	ENSMUSG00000031060	Rbm10	RBM10	ortholog_one2one
ENSG00000215262	ENSG00000215262.8	ENSMUSG00000031576	Kcnu1	KCNU1	ortholog_one2one
ENSG00000106536	ENSG00000106536.21	ENSMUSG00000009734	Pou6f2	POU6F2	ortholog_one2one
ENSG00000175189	ENSG00000175189.4	ENSMUSG00000025405	Inhbc	INHBC	ortholog_one2one
ENSG00000111087	ENSG00000111087.10	ENSMUSG00000025407	Gli1	GLI1	ortholog_one2one
ENSG00000126803	ENSG00000126803.10	ENSMUSG00000059970	Hspa2	HSPA2	ortholog_one2one
ENSG00000083799	ENSG00000083799.18	ENSMUSG00000036712	Cyld	CYLD	ortholog_one2one
ENSG00000254858	ENSG00000254858.10	ENSMUSG00000035559	Mpv17l2	MPV17L2	ortholog_one2one
ENSG00000106853	ENSG00000106853.20	ENSMUSG00000028378	Ptgr1	PTGR1	ortholog_one2one
ENSG00000134198	ENSG00000134198.10	ENSMUSG00000027858	Tspan2	TSPAN2	ortholog_one2one
ENSG00000148719	ENSG00000148719.16	ENSMUSG00000020109	Dnajb12	DNAJB12	ortholog_one2one
ENSG00000105649	ENSG00000105649.10	ENSMUSG00000031840	Rab3a	RAB3A	ortholog_one2one
ENSG00000198799	ENSG00000198799.12	ENSMUSG00000032913	Lrig2	LRIG2	ortholog_one2one
ENSG00000186001	ENSG00000186001.14	ENSMUSG00000022801	Lrch3	LRCH3	ortholog_one2one
ENSG00000107872	ENSG00000107872.14	ENSMUSG00000025226	Fbxl15	FBXL15	ortholog_one2one
ENSG00000174669	ENSG00000174669.12	ENSMUSG00000024891	Slc29a2	SLC29A2	ortholog_one2one
ENSG00000010030	ENSG00000010030.14			ETV7	
ENSG00000101323	ENSG00000101323.5	ENSMUSG00000027261	Hao1	HAO1	ortholog_one2one
ENSG00000176170	ENSG00000176170.14	ENSMUSG00000061878	Sphk1	SPHK1	ortholog_one2one
ENSG00000130522	ENSG00000130522.6	ENSMUSG00000071076	Jund	JUND	ortholog_one2one
ENSG00000178217	ENSG00000178217.15	ENSMUSG00000037833	Sh2d4b	SH2D4B	ortholog_one2one
ENSG00000106560	ENSG00000106560.11			GIMAP2	
ENSG00000130520	ENSG00000130520.11	ENSMUSG00000031848	Lsm4	LSM4	ortholog_one2one
ENSG00000132549	ENSG00000132549.20	ENSMUSG00000037646	Vps13b	VPS13B	ortholog_one2one
ENSG00000213203	ENSG00000213203.3	ENSMUSG00000090019	Gimap1	GIMAP1	ortholog_one2one
ENSG00000158987	ENSG00000158987.22	ENSMUSG00000037533	Rapgef6	RAPGEF6	ortholog_one2one
ENSG00000125827	ENSG00000125827.9	ENSMUSG00000034723	Tmx4	TMX4	ortholog_one2one
ENSG00000274209	ENSG00000274209.6	ENSMUSG00000047441	Antxrl	ANTXRL	ortholog_one2one
ENSG00000123329	ENSG00000123329.20	ENSMUSG00000040345	Arhgap9	ARHGAP9	ortholog_one2one
ENSG00000002933	ENSG00000002933.9	ENSMUSG00000023367	Tmem176a	TMEM176A	ortholog_one2one
ENSG00000183484	ENSG00000183484.12			GPR132	
ENSG00000130517	ENSG00000130517.14	ENSMUSG00000056204	Pgpep1	PGPEP1	ortholog_one2one
ENSG00000182621	ENSG00000182621.19	ENSMUSG00000051177	Plcb1	PLCB1	ortholog_one2one
ENSG00000130985	ENSG00000130985.17	ENSMUSG00000001924	Uba1	UBA1	ortholog_one2one
ENSG00000184916	ENSG00000184916.9	ENSMUSG00000002799	Jag2	JAG2	ortholog_one2one
ENSG00000172650	ENSG00000172650.15			AGAP5	
ENSG00000117620	ENSG00000117620.15	ENSMUSG00000027957	Slc35a3	SLC35A3	ortholog_one2one
ENSG00000175489	ENSG00000175489.10	ENSMUSG00000049988	Lrrc25	LRRC25	ortholog_one2one
ENSG00000175931	ENSG00000175931.13	ENSMUSG00000020802	Ube2o	UBE2O	ortholog_one2one
ENSG00000059769	ENSG00000059769.20	ENSMUSG00000070972	Dnajc25	DNAJC25	ortholog_one2one
ENSG00000130511	ENSG00000130511.16	ENSMUSG00000070003	Ssbp4	SSBP4	ortholog_one2one
ENSG00000189090	ENSG00000189090.8	ENSMUSG00000043681	Fam25c	FAM25G	ortholog_one2many
ENSG00000242616	ENSG00000242616.4	ENSMUSG00000038607	Gng10	GNG10	ortholog_one2one
ENSG00000148848	ENSG00000148848.15	ENSMUSG00000054555	Adam12	ADAM12	ortholog_one2one
ENSG00000227199	ENSG00000227199.1			ST7-AS1	
ENSG00000161544	ENSG00000161544.10	ENSMUSG00000020810	Cygb	CYGB	ortholog_one2one
ENSG00000175115	ENSG00000175115.13	ENSMUSG00000024855	Pacs1	PACS1	ortholog_one2one
ENSG00000137200	ENSG00000137200.13	ENSMUSG00000024019	Cmtr1	CMTR1	ortholog_one2one
ENSG00000148154	ENSG00000148154.10	ENSMUSG00000028381	Ugcg	UGCG	ortholog_one2one
ENSG00000214140	ENSG00000214140.11			PRCD	
ENSG00000226367	ENSG00000226367.6			ST7-AS2	
ENSG00000198937	ENSG00000198937.9	ENSMUSG00000024018	Ccdc167	CCDC167	ortholog_one2one
ENSG00000144119	ENSG00000144119.4	ENSMUSG00000036907	C1ql2	C1QL2	ortholog_one2one
ENSG00000112139	ENSG00000112139.17	ENSMUSG00000043557	Mdga1	MDGA1	ortholog_one2one
ENSG00000133597	ENSG00000133597.11	ENSMUSG00000046947	Adck2	ADCK2	ortholog_one2one
ENSG00000070731	ENSG00000070731.11	ENSMUSG00000057286	St6galnac2	ST6GALNAC2	ortholog_one2one
ENSG00000179364	ENSG00000179364.15	ENSMUSG00000021143	Pacs2	PACS2	ortholog_one2one
ENSG00000174013	ENSG00000174013.8	ENSMUSG00000035764	Fbxo45	FBXO45	ortholog_one2one
ENSG00000090266	ENSG00000090266.13	ENSMUSG00000002416	Ndufb2	NDUFB2	ortholog_one2one
ENSG00000124523	ENSG00000124523.17	ENSMUSG00000054021	Sirt5	SIRT5	ortholog_one2one
ENSG00000105655	ENSG00000105655.19	ENSMUSG00000019139	Isyna1	ISYNA1	ortholog_one2one
ENSG00000070526	ENSG00000070526.15	ENSMUSG00000009588	St6galnac1	ST6GALNAC1	ortholog_one2one
ENSG00000134780	ENSG00000134780.10	ENSMUSG00000035735	Dagla	DAGLA	ortholog_one2one
ENSG00000180316	ENSG00000180316.13	ENSMUSG00000043286	Pnpla1	PNPLA1	ortholog_one2one
ENSG00000107130	ENSG00000107130.10	ENSMUSG00000062661	Ncs1	NCS1	ortholog_one2one
ENSG00000240889	ENSG00000240889.1			NDUFB2-AS1	
ENSG00000090263	ENSG00000090263.16	ENSMUSG00000029918	Mrps33	MRPS33	ortholog_one2one
ENSG00000130707	ENSG00000130707.18	ENSMUSG00000076441	Ass1	ASS1	ortholog_one2one
ENSG00000113916	ENSG00000113916.18	ENSMUSG00000022508	Bcl6	BCL6	ortholog_one2one
ENSG00000163012	ENSG00000163012.4	ENSMUSG00000034552	Zswim2	ZSWIM2	ortholog_one2one
ENSG00000166971	ENSG00000166971.17	ENSMUSG00000031667	Aktip	AKTIP	ortholog_one2one
ENSG00000105865	ENSG00000105865.11	ENSMUSG00000020648	Dus4l	DUS4L	ortholog_one2one
ENSG00000237541	ENSG00000237541.4			HLA-DQA2	
ENSG00000134825	ENSG00000134825.16	ENSMUSG00000036372	Tmem258	TMEM258	ortholog_one2one
ENSG00000129667	ENSG00000129667.13	ENSMUSG00000020806	Rhbdf2	RHBDF2	ortholog_one2one
ENSG00000115361	ENSG00000115361.8	ENSMUSG00000026003	Acadl	ACADL	ortholog_one2one
ENSG00000232629	ENSG00000232629.9	ENSMUSG00000073421	H2-Ab1	HLA-DQB2	ortholog_one2one
ENSG00000150054	ENSG00000150054.19	ENSMUSG00000057440	Mpp7	MPP7	ortholog_one2one
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078500	Zfp986	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078503	Zfp990	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000069743	Zfp820	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000070605	Zfp992	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000033972	Zfp944	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000063245	Zfp993	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000071267	Zfp942	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078498	Zfp988	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000117284	Gm7072	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000066009	Zfp987	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078546	Zfp995	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000062518	Zfp534	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000056300	Zfp981	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000063383	Zfp947	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000086147	Zfp989	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000053347	Zfp943	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000059142	Zfp945	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078495	Zfp984	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000067919	Rex2	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000058186	Zfp980	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000067928	Zfp760	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000065999	Zfp985	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000066000	Zfp979	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000045699	Gm21411	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000096433	Zfp994	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000078497	Zfp978	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000067916	Zfp991	ZNF34	ortholog_one2many
ENSG00000196378	ENSG00000196378.13	ENSMUSG00000071266	Zfp946	ZNF34	ortholog_one2many
ENSG00000010361	ENSG00000010361.14	ENSMUSG00000011658	Fuz	FUZ	ortholog_one2one
ENSG00000241106	ENSG00000241106.8	ENSMUSG00000041538	H2-Ob	HLA-DOB	ortholog_one2one
ENSG00000147123	ENSG00000147123.12	ENSMUSG00000061633	Ndufb11b	NDUFB11	ortholog_one2many
ENSG00000147123	ENSG00000147123.12	ENSMUSG00000031059	Ndufb11	NDUFB11	ortholog_one2many
ENSG00000198088	ENSG00000198088.10	ENSMUSG00000072944	Nup62cl	NUP62CL	ortholog_one2one
ENSG00000149485	ENSG00000149485.19	ENSMUSG00000010663	Fads1	FADS1	ortholog_one2one
ENSG00000124019	ENSG00000124019.10	ENSMUSG00000043230	Fam124b	FAM124B	ortholog_one2one
ENSG00000158516	ENSG00000158516.12	ENSMUSG00000071553	Cpa2	CPA2	ortholog_one2one
ENSG00000136870	ENSG00000136870.11	ENSMUSG00000039634	Zfp189	ZNF189	ortholog_one2one
ENSG00000163872	ENSG00000163872.16	ENSMUSG00000041215	Yeats2	YEATS2	ortholog_one2one
ENSG00000161016	ENSG00000161016.18	ENSMUSG00000003970	Rpl8	RPL8	ortholog_one2one
ENSG00000204991	ENSG00000204991.11	ENSMUSG00000010154	Spire2	SPIRE2	ortholog_one2one
ENSG00000198879	ENSG00000198879.13	ENSMUSG00000061186	Sfmbt2	SFMBT2	ortholog_one2one
ENSG00000160408	ENSG00000160408.16	ENSMUSG00000026811	St6galnac6	ST6GALNAC6	ortholog_one2one
ENSG00000240065	ENSG00000240065.8	ENSMUSG00000096727	Psmb9	PSMB9	ortholog_one2one
ENSG00000162688	ENSG00000162688.17	ENSMUSG00000033400	Agl	AGL	ortholog_one2one
ENSG00000128510	ENSG00000128510.12	ENSMUSG00000039070	Cpa4	CPA4	ortholog_one2one
ENSG00000165240	ENSG00000165240.22	ENSMUSG00000033792	Atp7a	ATP7A	ortholog_one2one
ENSG00000268006	ENSG00000268006.1			PTOV1-AS1	
ENSG00000163904	ENSG00000163904.13	ENSMUSG00000069712	Semp2l2b	SENP2	ortholog_one2many
ENSG00000163904	ENSG00000163904.13	ENSMUSG00000057116	Semp2l2a	SENP2	ortholog_one2many
ENSG00000163904	ENSG00000163904.13	ENSMUSG00000091318	Semp2l1	SENP2	ortholog_one2many
ENSG00000163904	ENSG00000163904.13	ENSMUSG00000022855	Senp2	SENP2	ortholog_one2many
ENSG00000226174	ENSG00000226174.7	ENSMUSG00000012211	Tex22	TEX22	ortholog_one2one
ENSG00000141002	ENSG00000141002.20	ENSMUSG00000001472	Tcf25	TCF25	ortholog_one2one
ENSG00000182979	ENSG00000182979.18	ENSMUSG00000021144	Mta1	MTA1	ortholog_one2one
ENSG00000039650	ENSG00000039650.12	ENSMUSG00000002963	Pnkp	PNKP	ortholog_one2one
ENSG00000274349	ENSG00000274349.5			ZNF658	
ENSG00000106484	ENSG00000106484.16	ENSMUSG00000051855	Mest	MEST	ortholog_one2one
ENSG00000135541	ENSG00000135541.22	ENSMUSG00000019986	Ahi1	AHI1	ortholog_one2one
ENSG00000188611	ENSG00000188611.17	ENSMUSG00000024887	Asah2	ASAH2	ortholog_one2many
ENSG00000182463	ENSG00000182463.17	ENSMUSG00000047907	Tshz2	TSHZ2	ortholog_one2one
ENSG00000129657	ENSG00000129657.16	ENSMUSG00000020823	Sec14l1	SEC14L1	ortholog_one2one
ENSG00000166987	ENSG00000166987.15	ENSMUSG00000025409	Mbd6	MBD6	ortholog_one2one
ENSG00000171940	ENSG00000171940.14	ENSMUSG00000052056	Zfp217	ZNF217	ortholog_one2one
ENSG00000198680	ENSG00000198680.6	ENSMUSG00000054000	Tusc1	TUSC1	ortholog_one2one
ENSG00000187753	ENSG00000187753.13			C9orf153	
ENSG00000089177	ENSG00000089177.20			KIF16B	
ENSG00000119138	ENSG00000119138.5	ENSMUSG00000033863	Klf9	KLF9	ortholog_one2one
ENSG00000221968	ENSG00000221968.9	ENSMUSG00000024664	Fads3	FADS3	ortholog_one2one
ENSG00000161267	ENSG00000161267.12	ENSMUSG00000046598	Bdh1	BDH1	ortholog_one2one
ENSG00000092421	ENSG00000092421.17	ENSMUSG00000019647	Sema6a	SEMA6A	ortholog_one2one
ENSG00000166908	ENSG00000166908.18	ENSMUSG00000025417	Pip4k2c	PIP4K2C	ortholog_one2one
ENSG00000150201	ENSG00000150201.15	ENSMUSG00000004988	Fxyd4	FXYD4	ortholog_one2one
ENSG00000169813	ENSG00000169813.17	ENSMUSG00000042079	Hnrnpf	HNRNPF	ortholog_one2one
ENSG00000258839	ENSG00000258839.4	ENSMUSG00000074037	Mc1r	MC1R	ortholog_one2one
ENSG00000078804	ENSG00000078804.13	ENSMUSG00000038375	Trp53inp2	TP53INP2	ortholog_one2one
ENSG00000137033	ENSG00000137033.12	ENSMUSG00000024810	Il33	IL33	ortholog_one2one
ENSG00000141013	ENSG00000141013.17	ENSMUSG00000040220	Gas8	GAS8	ortholog_one2one
ENSG00000178498	ENSG00000178498.16	ENSMUSG00000040415	Dtx3	DTX3	ortholog_one2one
ENSG00000131067	ENSG00000131067.17	ENSMUSG00000027603	Ggt7	GGT7	ortholog_one2one
ENSG00000196793	ENSG00000196793.14	ENSMUSG00000042097	Zfp239	ZNF239	ortholog_one2one
ENSG00000198298	ENSG00000198298.13			ZNF485	
ENSG00000118997	ENSG00000118997.14	ENSMUSG00000041144	Dnah7b	DNAH7	ortholog_one2many
ENSG00000118997	ENSG00000118997.14	ENSMUSG00000096141	Dnah7a	DNAH7	ortholog_one2many
ENSG00000118997	ENSG00000118997.14	ENSMUSG00000101337	Dnah7c	DNAH7	ortholog_one2many
ENSG00000170619	ENSG00000170619.10	ENSMUSG00000055041	Commd5	COMMD5	ortholog_one2one
