,ensembl_gene_id,external_gene_name,hsapiens_homolog_ensembl_gene,hsapiens_homolog_associated_gene_name
27232,ENSMUSG00000104245,Gm38155,,
27233,ENSMUSG00000103923,Gm37896,,
27234,ENSMUSG00000119770,Gm25483,ENSG00000200087,SNORA73B
27235,ENSMUSG00000042043,Tbca,ENSG00000171530,TBCA
27236,ENSMUSG00000064010,Dppa1,,
27237,ENSMUSG00000026427,Eif2d,ENSG00000143486,EIF2D
27238,ENSMUSG00000067224,Gm3695,,
27239,ENSMUSG00000072974,Gm4787,,
27240,ENSMUSG00000049246,Hspe1-ps2,,
27241,ENSMUSG00000072972,Adam4,,
27242,ENSMUSG00000099478,Gm28370,,
27243,ENSMUSG00000021685,Otp,ENSG00000171540,OTP
27244,ENSMUSG00000048856,Slc25a47,ENSG00000140107,SLC25A47
27245,ENSMUSG00000104632,Gm42909,,
27246,ENSMUSG00000105237,Gm42580,,
27247,ENSMUSG00002076119,Gm55394,,
27248,ENSMUSG00000113021,Gm48440,,
27249,ENSMUSG00000113308,Gm48445,,
27250,ENSMUSG00000113996,Gm48455,,
27251,ENSMUSG00000113148,Gm48456,,
27252,ENSMUSG00000113914,Gm48458,,
27253,ENSMUSG00000022538,Lsg1,ENSG00000041802,LSG1
27254,ENSMUSG00000078141,Gm2399,,
27255,ENSMUSG00000113448,Gm7042,,
27256,ENSMUSG00000086909,Gm4926,,
27257,ENSMUSG00000056457,Prl2c3,ENSG00000172179,PRL
27258,ENSMUSG00000066551,Hmgb1,,
27259,ENSMUSG00000006920,Ezh1,ENSG00000108799,EZH1
27260,ENSMUSG00000065429,Mir345,ENSG00000198984,MIR345
27261,ENSMUSG00000090935,Synj2bp,ENSG00000213463,SYNJ2BP
27262,ENSMUSG00000116950,Gm18564,,
27263,ENSMUSG00000095920,Gm6686,,
27264,ENSMUSG00000116940,Gm7450,,
27265,ENSMUSG00000116550,Gm3507,,
27266,ENSMUSG00000116924,4933401D09Rik,,
27267,ENSMUSG00000024074,Crim1,ENSG00000150938,CRIM1
27268,ENSMUSG00000090516,Rps11-ps1,,
27269,ENSMUSG00000111852,Gm33180,,
27270,ENSMUSG00000049526,Tmem202,,
27271,ENSMUSG00000113053,Gm18262,,
27272,ENSMUSG00000113117,Gm2544,,
27273,ENSMUSG00000113353,Gm18878,,
27274,ENSMUSG00000113256,Gm48527,,
27275,ENSMUSG00000079092,Prl2c2,ENSG00000172179,PRL
27276,ENSMUSG00000024290,Rock1,ENSG00000067900,ROCK1
27277,ENSMUSG00000025232,Hexa,ENSG00000213614,HEXA
27278,ENSMUSG00000022024,Sugt1,ENSG00000165416,SUGT1
27279,ENSMUSG00000088651,Gm24853,ENSG00000251704,
27280,ENSMUSG00000088651,Gm24853,ENSG00000253047,
27281,ENSMUSG00000088651,Gm24853,ENSG00000252083,
27282,ENSMUSG00000088651,Gm24853,ENSG00000252693,
27283,ENSMUSG00000091587,Gm17191,,
27284,ENSMUSG00000008438,Adam21,ENSG00000139985,ADAM21
27285,ENSMUSG00000002679,Med6,ENSG00000133997,MED6
27286,ENSMUSG00000113049,Gm48544,,
27287,ENSMUSG00000113150,Gm18263,,
27288,ENSMUSG00000060373,Hnrnpc,ENSG00000179412,HNRNPCL4
27289,ENSMUSG00000060373,Hnrnpc,ENSG00000277058,HNRNPCL3
27290,ENSMUSG00000060373,Hnrnpc,ENSG00000275774,HNRNPCL2
27291,ENSMUSG00000060373,Hnrnpc,ENSG00000179172,HNRNPCL1
27292,ENSMUSG00000060373,Hnrnpc,ENSG00000092199,HNRNPC
27293,ENSMUSG00000113567,Gm32300,,
27294,ENSMUSG00000113624,Gm18879,,
27295,ENSMUSG00000113319,Gm9628,,
27296,ENSMUSG00000113675,Gm18259,,
27297,ENSMUSG00000046546,Fam43a,ENSG00000185112,FAM43A
27298,ENSMUSG00000113908,Gm10811,,
27299,ENSMUSG00000042015,Wdr41,ENSG00000164253,WDR41
27300,ENSMUSG00000107133,Gm42787,,
27301,ENSMUSG00000116570,Gm49754,,
27302,ENSMUSG00000107388,Gm42788,,
27303,ENSMUSG00000119500,Gm26295,,
27304,ENSMUSG00000116546,Gm49755,,
27305,ENSMUSG00002075766,Gm55482,ENSG00000238363,SNORA13
27306,ENSMUSG00000024437,Gm8615,,
27307,ENSMUSG00000116951,Gm49756,,
27308,ENSMUSG00000116737,Gm49757,,
27309,ENSMUSG00000107313,Gm43332,,
27310,ENSMUSG00000088782,Gm25375,,
27311,ENSMUSG00000047434,Xxylt1,ENSG00000173950,XXYLT1
27312,ENSMUSG00002075030,Gm55541,,
27313,ENSMUSG00000029247,Paics,ENSG00000128050,PAICS
27314,ENSMUSG00000023921,Mmut,ENSG00000146085,MMUT
27315,ENSMUSG00000041440,Gk5,ENSG00000175066,GK5
27316,ENSMUSG00000087605,Gm15742,,
27317,ENSMUSG00000099292,Mir6916,,
27318,ENSMUSG00000100548,Gm29585,,
27319,ENSMUSG00000049076,Acap2,ENSG00000114331,ACAP2
27320,ENSMUSG00000039810,Zc3h10,ENSG00000135482,ZC3H10
27321,ENSMUSG00000090244,Gm16572,,
27322,ENSMUSG00000089806,Gm16570,,
27323,ENSMUSG00000042734,Ttc9,ENSG00000133985,TTC9
27324,ENSMUSG00000117119,Gm49854,,
27325,ENSMUSG00000093674,Rpl41,,
27326,ENSMUSG00000117272,Gm49855,,
27327,ENSMUSG00000117210,Gm49857,,
27328,ENSMUSG00000113184,Gm49654,,
27329,ENSMUSG00000117062,Ldha-ps3,,
27330,ENSMUSG00000098030,Gm6771,,
27331,ENSMUSG00000042724,Map3k9,ENSG00000006432,MAP3K9
27332,ENSMUSG00000117001,Gm49858,,
27333,ENSMUSG00000042256,Ptchd4,ENSG00000244694,PTCHD4
27334,ENSMUSG00000043972,Opn5,ENSG00000124818,OPN5
27335,ENSMUSG00000023852,Chd1,ENSG00000153922,CHD1
27336,ENSMUSG00000104638,4930568A13Rik,,
27337,ENSMUSG00000105833,Gm4751,,
27338,ENSMUSG00000090991,Gm6647,,
27339,ENSMUSG00000067855,Speer3,,
27340,ENSMUSG00000113303,4930423D22Rik,,
27341,ENSMUSG00000113950,Gm47080,,
27342,ENSMUSG00000112850,Gm9176,,
27343,ENSMUSG00000090793,Gm6650,,
27344,ENSMUSG00000106615,Gm8968,,
27345,ENSMUSG00000025364,Pa2g4,ENSG00000170515,PA2G4
27346,ENSMUSG00000021266,Wars1,ENSG00000140105,WARS1
27347,ENSMUSG00000105521,Gm35702,,
27348,ENSMUSG00000036323,Srp72,ENSG00000174780,SRP72
27349,ENSMUSG00000058567,Gm2531,,
27350,ENSMUSG00000095616,Gm26244,,
27351,ENSMUSG00000117510,Gm50032,,
27352,ENSMUSG00000117512,Gm7156,,
27353,ENSMUSG00000117492,Gm19052,,
27354,ENSMUSG00000117552,Gm5686,,
27355,ENSMUSG00000117363,Gm50033,,
27356,ENSMUSG00000116505,Gm10865,,
27357,ENSMUSG00000042942,Greb1l,ENSG00000141449,GREB1L
27358,ENSMUSG00000113871,Gm48349,,
27359,ENSMUSG00000099180,Mir6956,,
27360,ENSMUSG00000114014,Gm48350,,
27361,ENSMUSG00000116262,Gm49544,,
27362,ENSMUSG00000004098,Col5a3,ENSG00000080573,COL5A3
27363,ENSMUSG00000113070,Gm48420,,
27364,ENSMUSG00000096210,H1f0,ENSG00000189060,H1-0
27365,ENSMUSG00000055360,Prl2c5,ENSG00000172179,PRL
27366,ENSMUSG00000006378,Gcat,ENSG00000100116,GCAT
27367,ENSMUSG00000027599,Armc1,ENSG00000104442,ARMC1
27368,ENSMUSG00000040631,Dok4,ENSG00000125170,DOK4
27369,ENSMUSG00000103135,Gm37979,,
27370,ENSMUSG00000080970,Gm12173,,
27371,ENSMUSG00000028149,Rap1gds1,ENSG00000138698,RAP1GDS1
27372,ENSMUSG00000001240,Ramp2,ENSG00000131477,RAMP2
27373,ENSMUSG00000113221,Gm18880,,
27374,ENSMUSG00000113371,Gm48588,,
27375,ENSMUSG00000113729,Gm48589,,
27376,ENSMUSG00000061724,Gm2423,,
27377,ENSMUSG00000114152,Gm5374,,
27378,ENSMUSG00000112938,Gm48590,,
27379,ENSMUSG00002076365,Gm26133,ENSG00000202150,RNU6-407P
27380,ENSMUSG00000113027,Gm7040,,
27381,ENSMUSG00000110123,Gm18562,,
27382,ENSMUSG00002076354,Gm55735,,
27383,ENSMUSG00000018166,Erbb3,ENSG00000065361,ERBB3
27384,ENSMUSG00000116378,Gcat,,
27385,ENSMUSG00000119542,Gm25804,ENSG00000200087,SNORA73B
27386,ENSMUSG00000021306,Gpr137b,ENSG00000077585,GPR137B
27387,ENSMUSG00000040413,Timd2,ENSG00000113249,HAVCR1
27388,ENSMUSG00000114755,Galr3,ENSG00000128310,GALR3
27389,ENSMUSG00000116287,Gm3924,,
27390,ENSMUSG00000033055,Ankrd54,ENSG00000100124,ANKRD54
27391,ENSMUSG00000109061,Gm49320,,
27392,ENSMUSG00000036913,Trim67,ENSG00000119283,TRIM67
27393,ENSMUSG00000105614,Dnd1-ps,,
27394,ENSMUSG00002075841,Gm55489,,
27395,ENSMUSG00000063820,Arl9,ENSG00000196503,ARL9
27396,ENSMUSG00000086632,1700112J05Rik,,
27397,ENSMUSG00000063531,Sema3e,ENSG00000170381,SEMA3E
27398,ENSMUSG00000116943,Gm18237,,
27399,ENSMUSG00000047714,Ppp1r2,ENSG00000231989,PPP1R2B
27400,ENSMUSG00000047714,Ppp1r2,ENSG00000184203,PPP1R2
27401,ENSMUSG00002076537,Gm55189,,
27402,ENSMUSG00002074976,Gm55398,,
27403,ENSMUSG00000094111,Nutf2-ps2,,
27404,ENSMUSG00000113445,Gm48661,,
27405,ENSMUSG00000113444,Gm48672,,
27406,ENSMUSG00002075008,Gm55190,,
27407,ENSMUSG00000056121,Fez2,ENSG00000171055,FEZ2
27408,ENSMUSG00000094865,Gm7426,,
27409,ENSMUSG00000024293,Esco1,ENSG00000141446,ESCO1
27410,ENSMUSG00000005397,Nid1,ENSG00000116962,NID1
27411,ENSMUSG00000098592,Mir6917,,
27412,ENSMUSG00000111936,Gm47540,,
27413,ENSMUSG00000112068,Gm9182,,
27414,ENSMUSG00000025362,Rps26,ENSG00000197728,RPS26
27415,ENSMUSG00000115887,Gm49471,,
27416,ENSMUSG00000090118,Gm16163,,
27417,ENSMUSG00000033047,Eif3l,ENSG00000100129,EIF3L
27418,ENSMUSG00000089736,Tgfbr3l,ENSG00000260001,TGFBR3L
27419,ENSMUSG00000002578,Ikzf4,ENSG00000123411,IKZF4
27420,ENSMUSG00000063605,Ccdc102a,ENSG00000135736,CCDC102A
27421,ENSMUSG00002075521,Gm55495,,
27422,ENSMUSG00000032120,C2cd2l,ENSG00000172375,C2CD2L
27423,ENSMUSG00002076509,Gm55208,,
27424,ENSMUSG00000116617,Gm49767,,
27425,ENSMUSG00000116297,Gm49546,,
27426,ENSMUSG00000022548,Apod,ENSG00000189058,APOD
27427,ENSMUSG00000029248,Thegl,ENSG00000249693,THEGL
27428,ENSMUSG00000088217,Gm22079,ENSG00000202159,RNU6-742P
27429,ENSMUSG00000112981,5033424D13Rik,,
27430,ENSMUSG00000031984,2810004N23Rik,ENSG00000143633,C1orf131
27431,ENSMUSG00000040877,Wdr25,ENSG00000176473,WDR25
27432,ENSMUSG00000092974,Gm25072,,
27433,ENSMUSG00000033039,Micall1,ENSG00000100139,MICALL1
27434,ENSMUSG00000113380,Gm48682,,
27435,ENSMUSG00000080776,Gm12174,,
27436,ENSMUSG00000114068,Gm48783,,
27437,ENSMUSG00000019726,Lyst,ENSG00000143669,LYST
27438,ENSMUSG00000078656,Vps25,ENSG00000131475,VPS25
27439,ENSMUSG00000011837,Snapc2,ENSG00000104976,SNAPC2
27440,ENSMUSG00000116973,AV205837,,
27441,ENSMUSG00000115997,Gm49404,,
27442,ENSMUSG00000101234,1700007E05Rik,,
27443,ENSMUSG00000105528,Gm43519,,
27444,ENSMUSG00000085352,Gm4128,,
27445,ENSMUSG00000116690,Gm49736,,
27446,ENSMUSG00000106310,Gm43523,,
27447,ENSMUSG00000046598,Bdh1,ENSG00000161267,BDH1
27448,ENSMUSG00000113966,Gm47980,,
27449,ENSMUSG00000029098,Acox3,ENSG00000087008,ACOX3
27450,ENSMUSG00000113478,Gm18405,,
27451,ENSMUSG00000040867,Begain,ENSG00000183092,BEGAIN
27452,ENSMUSG00000048644,Ctxn1,ENSG00000178531,CTXN1
27453,ENSMUSG00000061577,Adgrg5,ENSG00000159618,ADGRG5
27454,ENSMUSG00000026610,Esrrg,ENSG00000196482,ESRRG
27455,ENSMUSG00000093390,Gm20652,,
27456,ENSMUSG00000056476,Med12l,ENSG00000144893,MED12L
27457,ENSMUSG00000048027,Rgmb,ENSG00000174136,RGMB
27458,ENSMUSG00000033029,1700088E04Rik,ENSG00000128346,C22orf23
27459,ENSMUSG00000097372,Gm26876,,
27460,ENSMUSG00000049858,Suox,ENSG00000139531,SUOX
27461,ENSMUSG00000086645,Gm15743,,
27462,ENSMUSG00000116572,Gm49695,,
27463,ENSMUSG00000116762,Gm46560,,
27464,ENSMUSG00000116793,Gm34256,,
27465,ENSMUSG00000116597,Gm536,,
27466,ENSMUSG00000113306,Mif-ps7,,
27467,ENSMUSG00002076958,Gm55076,,
27468,ENSMUSG00000117525,Gm50034,,
27469,ENSMUSG00000118400,Gm6336,,
27470,ENSMUSG00002076335,Gm55077,,
27471,ENSMUSG00000116934,Gm3292,,
27472,ENSMUSG00000022770,Dlg1,ENSG00000075711,DLG1
27473,ENSMUSG00000000711,Rab5b,ENSG00000111540,RAB5B
27474,ENSMUSG00000117180,Gm19399,,
27475,ENSMUSG00000021884,Hacl1,ENSG00000131373,HACL1
27476,ENSMUSG00000021140,Pcnx,ENSG00000100731,PCNX1
27477,ENSMUSG00000119921,Gm25598,,
27478,ENSMUSG00000061062,Hdac1-ps,,
27479,ENSMUSG00000116545,Eif3s6-ps3,,
27480,ENSMUSG00000116899,Gm49777,,
27481,ENSMUSG00000116839,Gm49778,,
27482,ENSMUSG00000116614,Gm46610,,
27483,ENSMUSG00000023918,Adgrf4,ENSG00000153294,ADGRF4
27484,ENSMUSG00000053773,Rdh8,ENSG00000080511,RDH8
27485,ENSMUSG00000103961,Gm55759,,
27486,ENSMUSG00000025358,Cdk2,ENSG00000123374,CDK2
27487,ENSMUSG00000103401,Gm37929,,
27488,ENSMUSG00000118492,Gm52967,,
27489,ENSMUSG00000103577,9330162B11Rik,,
27490,ENSMUSG00000118527,Gm53025,,
27491,ENSMUSG00000103732,Gm38315,,
27492,ENSMUSG00000104482,Gm38064,,
27493,ENSMUSG00000038174,Hycc2,ENSG00000155744,HYCC2
27494,ENSMUSG00000038884,Shfl,ENSG00000130813,SHFL
27495,ENSMUSG00000070111,Gm10286,,
27496,ENSMUSG00000002949,Timm44,ENSG00000104980,TIMM44
27497,ENSMUSG00000074418,Pira2-ps2,,
27498,ENSMUSG00000080917,Pira2-ps1,,
27499,ENSMUSG00000002477,Snrpd1,ENSG00000167088,SNRPD1
27500,ENSMUSG00000044362,Ccdc89,ENSG00000179071,CCDC89
27501,ENSMUSG00000051451,Crebzf,ENSG00000137504,CREBZF
27502,ENSMUSG00000116757,Gm4786,,
27503,ENSMUSG00000116864,Gm3320,,
27504,ENSMUSG00000021303,Gng4,ENSG00000168243,GNG4
27505,ENSMUSG00000116944,Gm7477,,
27506,ENSMUSG00000116804,Gm5223,,
27507,ENSMUSG00000042331,Specc1,ENSG00000128487,SPECC1
27508,ENSMUSG00000116958,Gm6705,,
27509,ENSMUSG00000116623,Gm49775,,
27510,ENSMUSG00000116621,Gm7483,,
27511,ENSMUSG00000057899,Adgrf2,,
27512,ENSMUSG00000032123,Dpagt1,ENSG00000172269,DPAGT1
27513,ENSMUSG00000002475,Abhd3,ENSG00000158201,ABHD3
27514,ENSMUSG00002075529,Gm55403,,
27515,ENSMUSG00000113493,Gm7441,,
27516,ENSMUSG00000113811,Gm47882,,
27517,ENSMUSG00000113258,Gm7446,,
27518,ENSMUSG00000114087,Gm7046,,
27519,ENSMUSG00000113310,Gm47884,,
27520,ENSMUSG00000021684,Pde8b,ENSG00000113231,PDE8B
27521,ENSMUSG00000096696,Zfp960,,
27522,ENSMUSG00000040714,Klc3,ENSG00000104892,KLC3
27523,ENSMUSG00000117163,Gm5978,,
27524,ENSMUSG00000025359,Pmel,ENSG00000185664,PMEL
27525,ENSMUSG00000095990,Zfp97,,
27526,ENSMUSG00000116590,Gm53028,,
27527,ENSMUSG00000043801,Oaz1-ps,,
27528,ENSMUSG00000031985,Gnpat,ENSG00000116906,GNPAT
27529,ENSMUSG00000024076,Vit,ENSG00000205221,VIT
27530,ENSMUSG00000033020,Polr2f,ENSG00000100142,POLR2F
27531,ENSMUSG00000038742,Angptl6,ENSG00000130812,ANGPTL6
27532,ENSMUSG00000025357,Dgka,ENSG00000065357,DGKA
27533,ENSMUSG00000110740,Gm48853,,
27534,ENSMUSG00000049932,H2ax,ENSG00000188486,H2AX
27535,ENSMUSG00000033006,Sox10,ENSG00000100146,SOX10
27536,ENSMUSG00002075808,Gm55497,,
27537,ENSMUSG00000004100,Ppan,ENSG00000130810,PPAN
27538,ENSMUSG00000033569,Adgrb3,ENSG00000135298,ADGRB3
27539,ENSMUSG00000068206,Pick1,ENSG00000100151,PICK1
27540,ENSMUSG00000097387,4930563E18Rik,,
27541,ENSMUSG00000024294,Mib1,ENSG00000101752,MIB1
27542,ENSMUSG00000077702,Gm24067,ENSG00000209645,SNORD105
27543,ENSMUSG00000022025,Cnmd,ENSG00000136110,CNMD
27544,ENSMUSG00000089571,Gm23008,ENSG00000238531,SNORD105B
27545,ENSMUSG00000030615,Tmem126a,ENSG00000171202,TMEM126A
27546,ENSMUSG00000116564,Riok2,ENSG00000058729,RIOK2
27547,ENSMUSG00000118421,Gm50491,,
27548,ENSMUSG00000070319,Eif3g,ENSG00000130811,EIF3G
27549,ENSMUSG00002075407,Gm55391,,
27550,ENSMUSG00000118314,1700001K23Rik,,
27551,ENSMUSG00000064030,Pym1,ENSG00000170473,PYM1
27552,ENSMUSG00000031174,Rpgr,ENSG00000156313,RPGR
27553,ENSMUSG00000118350,Gm36339,,
27554,ENSMUSG00000118378,Gm50393,,
27555,ENSMUSG00000034765,Dusp5,ENSG00000138166,DUSP5
27556,ENSMUSG00000115740,Gm49042,,
27557,ENSMUSG00000074030,Exoc8,ENSG00000116903,EXOC8
27558,ENSMUSG00000115422,4930452G13Rik,,
27559,ENSMUSG00000031986,Sprtn,ENSG00000010072,SPRTN
27560,ENSMUSG00000076453,Mir759,,
27561,ENSMUSG00000021900,Btd,ENSG00000169814,BTD
27562,ENSMUSG00000071497,Nutf2-ps1,ENSG00000102898,NUTF2
27563,ENSMUSG00000118159,Gm50402,,
27564,ENSMUSG00000024974,Smc3,ENSG00000108055,SMC3
27565,ENSMUSG00000109216,Gm44907,,
27566,ENSMUSG00000030614,Tmem126b,ENSG00000171204,TMEM126B
27567,ENSMUSG00000045055,Rpsa-ps2,,
27568,ENSMUSG00000112429,Gm47093,,
27569,ENSMUSG00002076640,Gm55558,,
27570,ENSMUSG00000097379,Gm26873,,
27571,ENSMUSG00000025355,Mmp19,ENSG00000123342,MMP19
27572,ENSMUSG00000110706,Gm45709,,
27573,ENSMUSG00002076834,Gm55665,ENSG00000252711,RN7SKP116
27574,ENSMUSG00000047786,Lix1,ENSG00000145721,LIX1
27575,ENSMUSG00000036422,Pcdh8,ENSG00000136099,PCDH8
27576,ENSMUSG00000031987,Egln1,ENSG00000135766,EGLN1
27577,ENSMUSG00000032297,Celf6,ENSG00000140488,CELF6
27578,ENSMUSG00000060279,Ap2a1,ENSG00000196961,AP2A1
27579,ENSMUSG00000056820,Tsnax,ENSG00000116918,TSNAX
27580,ENSMUSG00000059325,Hopx,ENSG00000171476,HOPX
27581,ENSMUSG00000102774,Gm9748,,
27582,ENSMUSG00000097927,Gm6999,,
27583,ENSMUSG00000113622,Gm49749,,
27584,ENSMUSG00000116532,Gm5232,,
27585,ENSMUSG00002076178,Gm55080,,
27586,ENSMUSG00000113746,Gm48242,,
27587,ENSMUSG00000061665,Cd2ap,ENSG00000198087,CD2AP
27588,ENSMUSG00000040856,Dlk1,ENSG00000185559,DLK1
27589,ENSMUSG00000047090,Tmem198b,,
27590,ENSMUSG00000110683,Gm45874,,
27591,ENSMUSG00000040028,Elavl1,ENSG00000066044,ELAVL1
27592,ENSMUSG00000095959,Gm10845,,
27593,ENSMUSG00000116121,Gm49486,,
27594,ENSMUSG00000115190,Gm49542,,
27595,ENSMUSG00000115291,Gm18605,,
27596,ENSMUSG00000022026,Olfm4,ENSG00000102837,OLFM4
27597,ENSMUSG00000025354,Dnajc14,ENSG00000135392,DNAJC14
27598,ENSMUSG00000032988,Slc16a8,ENSG00000100156,SLC16A8
27599,ENSMUSG00000104724,Gm43162,,
27600,ENSMUSG00000049741,Rxfp4,ENSG00000173080,RXFP4
27601,ENSMUSG00000090801,Gm4862,,
27602,ENSMUSG00000105512,Gm43714,,
27603,ENSMUSG00000027849,Syt6,ENSG00000134207,SYT6
27604,ENSMUSG00000091135,Lgals1-ps2,,
27605,ENSMUSG00000018126,Baiap2l2,ENSG00000128298,BAIAP2L2
27606,ENSMUSG00000115334,Gm17923,,
27607,ENSMUSG00000098125,Gm9578,,
27608,ENSMUSG00000115036,Gm49043,,
27609,ENSMUSG00000115346,Gm19120,,
27610,ENSMUSG00000087541,Hopxos,,
27611,ENSMUSG00000115716,Gm49044,,
27612,ENSMUSG00000115297,Gm49045,,
27613,ENSMUSG00000085858,Gm15831,,
27614,ENSMUSG00000115542,Gm49046,,
27615,ENSMUSG00000023235,Ccl25,,
27616,ENSMUSG00000115465,Cyp2c73-ps,,
27617,ENSMUSG00000115455,Gm41219,,
27618,ENSMUSG00000115385,Gm19311,,
27619,ENSMUSG00000053030,Spink2,ENSG00000128040,SPINK2
27620,ENSMUSG00000115175,Gm18525,,
27621,ENSMUSG00000115731,Gm19050,,
27622,ENSMUSG00000115476,Gm49047,,
27623,ENSMUSG00000115825,Gm49048,,
27624,ENSMUSG00002075834,Gm55063,,
27625,ENSMUSG00000115051,Gm49049,,
27626,ENSMUSG00000115847,Gm49050,,
27627,ENSMUSG00000039308,Ndst2,ENSG00000166507,NDST2
27628,ENSMUSG00000043639,Rbm20,ENSG00000203867,RBM20
27629,ENSMUSG00000029096,Htra3,ENSG00000170801,HTRA3
27630,ENSMUSG00000015202,Cnksr3,ENSG00000153721,CNKSR3
27631,ENSMUSG00000042632,Pla2g6,ENSG00000184381,PLA2G6
27632,ENSMUSG00000089807,Gm16298,,
27633,ENSMUSG00000089679,Gm16299,,
27634,ENSMUSG00000117693,Gm50272,,
27635,ENSMUSG00000024975,Pdcd4,ENSG00000150593,PDCD4
27636,ENSMUSG00000108818,Gm44869,,
27637,ENSMUSG00000109356,Gm45118,,
27638,ENSMUSG00000023915,Tnfrsf21,ENSG00000146072,TNFRSF21
27639,ENSMUSG00000109241,Gm7434,,
27640,ENSMUSG00000087816,Gm25116,,
27641,ENSMUSG00000065399,Mir133a-1,ENSG00000283927,MIR133A1
27642,ENSMUSG00000080662,Mir1b,,
27643,ENSMUSG00000106348,Mir1a-2,ENSG00000284453,MIR1-2
27644,ENSMUSG00000117593,Gm18764,,
27645,ENSMUSG00000109397,Gm45117,,
27646,ENSMUSG00000117563,Gm7575,,
27647,ENSMUSG00000108860,Gm6070,,
27648,ENSMUSG00000005836,Gata6,ENSG00000141448,GATA6
27649,ENSMUSG00000043051,Disc1,ENSG00000162946,DISC1
27650,ENSMUSG00000024077,Strn,ENSG00000115808,STRN
27651,ENSMUSG00000117456,Gm49976,,
27652,ENSMUSG00002076202,Gm55201,,
27653,ENSMUSG00000089541,Gm25834,ENSG00000200216,RNU6-745P
27654,ENSMUSG00000118229,Lncbate10,,
27655,ENSMUSG00000117713,Gm46637,,
27656,ENSMUSG00000112057,Gm21321,,
27657,ENSMUSG00000032126,Hmbs,ENSG00000256269,HMBS
27658,ENSMUSG00000078427,Sarnp,ENSG00000205323,SARNP
27659,ENSMUSG00000045094,Arhgef37,ENSG00000183111,ARHGEF37
27660,ENSMUSG00000061601,Pclo,ENSG00000186472,PCLO
27661,ENSMUSG00000050075,Gpr171,ENSG00000174946,GPR171
27662,ENSMUSG00000104764,Gm43066,,
27663,ENSMUSG00000087119,Atg4a-ps,ENSG00000101844,ATG4A
27664,ENSMUSG00002076886,Gm55491,,
27665,ENSMUSG00000047940,Stpg2,ENSG00000163116,STPG2
27666,ENSMUSG00000115031,Gm49051,,
27667,ENSMUSG00000088009,Gm24774,,
27668,ENSMUSG00000115393,Gm49052,,
27669,ENSMUSG00000115780,Gm49053,,
27670,ENSMUSG00000115006,Gm49054,,
27671,ENSMUSG00000083212,Gm12274,,
27672,ENSMUSG00000115282,Gm49055,,
27673,ENSMUSG00000115043,Gm32455,,
27674,ENSMUSG00000026032,Ndufb3,ENSG00000119013,NDUFB3
27675,ENSMUSG00000115770,Gm49056,,
27676,ENSMUSG00000079685,Ulbp1,,
27677,ENSMUSG00000115612,Gm29800,,
27678,ENSMUSG00000052387,Trpm3,ENSG00000083067,TRPM3
27679,ENSMUSG00000025576,Rbfox3,ENSG00000167281,RBFOX3
27680,ENSMUSG00000115227,Gm49057,,
27681,ENSMUSG00000035566,Pcdh17,ENSG00000118946,PCDH17
27682,ENSMUSG00000100202,Gm29389,,
27683,ENSMUSG00000099490,Gm18802,,
27684,ENSMUSG00000024576,Csnk1a1,ENSG00000113712,CSNK1A1
27685,ENSMUSG00000026430,Rassf5,ENSG00000266094,RASSF5
27686,ENSMUSG00000115529,9630013A20Rik,,
27687,ENSMUSG00000117285,Gm49863,,
27688,ENSMUSG00000117192,Gm18649,,
27689,ENSMUSG00000023845,Lnpep,ENSG00000113441,LNPEP
27690,ENSMUSG00000115743,Gm7004,,
27691,ENSMUSG00000115239,Gm9264,,
27692,ENSMUSG00000115653,Gm49059,,
27693,ENSMUSG00000115217,Gm32729,,
27694,ENSMUSG00000104992,Gm43163,,
27695,ENSMUSG00000115836,Gm49060,,
27696,ENSMUSG00000119200,Gm24260,,
27697,ENSMUSG00000106574,Gm2451,,
27698,ENSMUSG00000115014,Gm49061,,
27699,ENSMUSG00000112474,Gm46209,,
27700,ENSMUSG00000106505,Gm32693,,
27701,ENSMUSG00000115128,Gm49062,,
27702,ENSMUSG00000115271,4930529K09Rik,,
27703,ENSMUSG00000112394,Gm48121,,
27704,ENSMUSG00000036381,P2ry14,ENSG00000174944,P2RY14
27705,ENSMUSG00000025353,Ormdl2,ENSG00000123353,ORMDL2
27706,ENSMUSG00000115777,Gm32815,,
27707,ENSMUSG00000115176,Gm49063,,
27708,ENSMUSG00000064407,Gm23926,,
27709,ENSMUSG00000115089,Gm4350,,
27710,ENSMUSG00000115664,Gm32913,,
27711,ENSMUSG00000087812,Gm25115,,
27712,ENSMUSG00000115401,Gm49157,,
27713,ENSMUSG00000115776,Gm49158,,
27714,ENSMUSG00000014496,Ankrd28,ENSG00000206560,ANKRD28
27715,ENSMUSG00002076712,Gm55374,,
27716,ENSMUSG00000039981,Zc3h12d,ENSG00000178199,ZC3H12D
27717,ENSMUSG00000030068,Gm20696,,
27718,ENSMUSG00000093559,Gm20705,,
27719,ENSMUSG00002075741,Gm55375,,
27720,ENSMUSG00002075195,Gm55376,ENSG00000222452,RN7SKP59
27721,ENSMUSG00002075195,Gm55376,ENSG00000200198,RN7SKP211
27722,ENSMUSG00002075195,Gm55376,ENSG00000222942,RN7SKP58
27723,ENSMUSG00000107790,Or6c221-ps1,,
27724,ENSMUSG00000105880,Gm43678,,
27725,ENSMUSG00000030165,Klrd1,ENSG00000134539,KLRD1
