Gene stable ID	Human gene stable ID	Human homology type
ENSMUSG00000026074	ENSG00000071054	ortholog_one2one
ENSMUSG00000026080	ENSG00000115526	ortholog_one2one
ENSMUSG00000026094	ENSG00000081320	ortholog_one2one
ENSMUSG00000026103	ENSG00000115419	ortholog_one2one
ENSMUSG00000026104	ENSG00000115415	ortholog_one2one
ENSMUSG00000026107	ENSG00000173559	ortholog_one2one
ENSMUSG00000026109	ENSG00000144339	ortholog_one2one
ENSMUSG00000026121	ENSG00000168758	ortholog_one2one
ENSMUSG00000026126	ENSG00000072135	ortholog_one2one
ENSMUSG00000026141	ENSG00000082293	ortholog_one2one
ENSMUSG00000026149	ENSG00000168955	ortholog_one2one
ENSMUSG00000026153	ENSG00000082269	ortholog_one2one
ENSMUSG00000026158	ENSG00000119900	ortholog_one2one
ENSMUSG00000026163	ENSG00000153820	ortholog_one2one
ENSMUSG00000026166	ENSG00000115009	ortholog_one2one
ENSMUSG00000026177	ENSG00000018280	ortholog_one2one
ENSMUSG00000026180	ENSG00000180871	ortholog_one2one
ENSMUSG00000026185	ENSG00000115461	ortholog_one2one
ENSMUSG00000026193	ENSG00000115414	ortholog_one2one
ENSMUSG00000026208	ENSG00000175084	ortholog_one2one
ENSMUSG00000026222	ENSG00000079263	ortholog_one2one
ENSMUSG00000026235	ENSG00000116106	ortholog_one2one
ENSMUSG00000026241	ENSG00000163273	ortholog_one2one
ENSMUSG00000026247	ENSG00000171551	ortholog_one2one
ENSMUSG00000026249	ENSG00000135919	ortholog_one2one
ENSMUSG00000026255	ENSG00000115468	ortholog_one2one
ENSMUSG00000026271	ENSG00000178623	ortholog_one2one
ENSMUSG00000026272	ENSG00000172482	ortholog_one2one
ENSMUSG00000026274	ENSG00000115687	ortholog_one2one
ENSMUSG00000026278	ENSG00000176720	ortholog_one2one
ENSMUSG00000026295	ENSG00000072080	ortholog_one2one
ENSMUSG00000026301	ENSG00000132321	ortholog_one2one
ENSMUSG00000026335	ENSG00000145730	ortholog_one2one
ENSMUSG00000026347	ENSG00000152128	ortholog_one2one
ENSMUSG00000026357	ENSG00000150681	ortholog_one2one
ENSMUSG00000026358	ENSG00000090104	ortholog_one2one
ENSMUSG00000026360	ENSG00000116741	ortholog_one2one
ENSMUSG00000026385	ENSG00000155368	ortholog_one2one
ENSMUSG00000026390	ENSG00000019169	ortholog_one2one
ENSMUSG00000026398	ENSG00000116833	ortholog_one2one
ENSMUSG00000026407	ENSG00000081248	ortholog_one2one
ENSMUSG00000026414	ENSG00000118194	ortholog_one2one
ENSMUSG00000026417	ENSG00000162896	ortholog_one2one
ENSMUSG00000026418	ENSG00000159173	ortholog_one2one
ENSMUSG00000026420	ENSG00000162892	ortholog_one2one
ENSMUSG00000026421	ENSG00000159176	ortholog_one2one
ENSMUSG00000026424	ENSG00000170075	ortholog_one2one
ENSMUSG00000026458	ENSG00000143847	ortholog_one2one
ENSMUSG00000026469	ENSG00000143324	ortholog_one2one
ENSMUSG00000026475	ENSG00000143333	ortholog_one2one
ENSMUSG00000026478	ENSG00000135862	ortholog_one2one
ENSMUSG00000026479	ENSG00000058085	ortholog_one2one
ENSMUSG00000026480	ENSG00000116701	ortholog_one2one
ENSMUSG00000026482	ENSG00000143344	ortholog_one2one
ENSMUSG00000026527	ENSG00000182901	ortholog_one2one
ENSMUSG00000026532	ENSG00000163554	ortholog_one2one
ENSMUSG00000026542	ENSG00000132703	ortholog_one2one
ENSMUSG00000026548	ENSG00000162723	ortholog_one2one
ENSMUSG00000026574	ENSG00000143196	ortholog_one2one
ENSMUSG00000026580	ENSG00000174175	ortholog_one2one
ENSMUSG00000026581	ENSG00000188404	ortholog_one2one
ENSMUSG00000026582	ENSG00000007908	ortholog_one2one
ENSMUSG00000026586	ENSG00000116132	ortholog_one2one
ENSMUSG00000026592	ENSG00000240021	ortholog_one2one
ENSMUSG00000026594	ENSG00000116191	ortholog_one2one
ENSMUSG00000026604	ENSG00000152104	ortholog_one2one
ENSMUSG00000026605	ENSG00000117724	ortholog_one2one
ENSMUSG00000026609	ENSG00000042781	ortholog_one2one
ENSMUSG00000026610	ENSG00000196482	ortholog_one2one
ENSMUSG00000026616	ENSG00000117322	ortholog_one2one
ENSMUSG00000026620	ENSG00000116141	ortholog_one2one
ENSMUSG00000026628	ENSG00000162772	ortholog_one2one
ENSMUSG00000026630	ENSG00000123685	ortholog_one2one
ENSMUSG00000026639	ENSG00000196878	ortholog_one2one
ENSMUSG00000026655	ENSG00000065809	ortholog_one2one
ENSMUSG00000026657	ENSG00000151474	ortholog_one2one
ENSMUSG00000026670	ENSG00000117143	ortholog_one2one
ENSMUSG00000026674	ENSG00000162733	ortholog_one2one
ENSMUSG00000026676	ENSG00000151468	ortholog_one2one
ENSMUSG00000026678	ENSG00000143248	ortholog_one2one
ENSMUSG00000026697	ENSG00000034971	ortholog_one2one
ENSMUSG00000026700	ENSG00000117586	ortholog_one2one
ENSMUSG00000026712	ENSG00000260314	ortholog_one2one
ENSMUSG00000026721	ENSG00000152061	ortholog_one2one
ENSMUSG00000026728	ENSG00000026025	ortholog_one2one
ENSMUSG00000026735	ENSG00000168267	ortholog_one2one
ENSMUSG00000026748	ENSG00000120594	ortholog_one2one
ENSMUSG00000026768	ENSG00000077943	ortholog_one2one
ENSMUSG00000026770	ENSG00000134460	ortholog_one2one
ENSMUSG00000026773	ENSG00000170525	ortholog_one2one
ENSMUSG00000026778	ENSG00000065675	ortholog_one2one
ENSMUSG00000026785	ENSG00000160447	ortholog_one2one
ENSMUSG00000026786	ENSG00000077420	ortholog_one2one
ENSMUSG00000026787	ENSG00000136750	ortholog_one2one
ENSMUSG00000026814	ENSG00000106991	ortholog_one2one
ENSMUSG00000026818	ENSG00000170835	ortholog_one2one
ENSMUSG00000026822	ENSG00000148346	ortholog_one2one
ENSMUSG00000026824	ENSG00000162989	ortholog_one2one
ENSMUSG00000026826	ENSG00000153234	ortholog_one2one
ENSMUSG00000026832	ENSG00000115165	ortholog_one2one
ENSMUSG00000026835	ENSG00000085265	ortholog_one2one
ENSMUSG00000026837	ENSG00000130635	ortholog_one2one
ENSMUSG00000026840	ENSG00000050555	ortholog_one2one
ENSMUSG00000026841	ENSG00000130720	ortholog_one2one
ENSMUSG00000026864	ENSG00000044574	ortholog_one2one
ENSMUSG00000026866	ENSG00000115919	ortholog_one2one
ENSMUSG00000026872	ENSG00000169554	ortholog_one2one
ENSMUSG00000026875	ENSG00000056558	ortholog_one2one
ENSMUSG00000026879	ENSG00000148180	ortholog_one2one
ENSMUSG00000026880	ENSG00000148175	ortholog_one2one
ENSMUSG00000026896	ENSG00000115267	ortholog_one2one
ENSMUSG00000026904	ENSG00000144290	ortholog_one2one
ENSMUSG00000026921	ENSG00000172889	ortholog_one2one
ENSMUSG00000026923	ENSG00000148400	ortholog_one2one
ENSMUSG00000026946	ENSG00000123609	ortholog_one2one
ENSMUSG00000026950	ENSG00000183091	ortholog_one2one
ENSMUSG00000026970	ENSG00000153250	ortholog_one2one
ENSMUSG00000026981	ENSG00000136689	ortholog_one2one
ENSMUSG00000026989	ENSG00000163331	ortholog_one2one
ENSMUSG00000027009	ENSG00000115232	ortholog_one2one
ENSMUSG00000027015	ENSG00000071967	ortholog_one2one
ENSMUSG00000027068	ENSG00000073737	ortholog_one2one
ENSMUSG00000027072	ENSG00000156575	ortholog_one2one
ENSMUSG00000027073	ENSG00000186652	ortholog_one2one
ENSMUSG00000027074	ENSG00000134802	ortholog_one2one
ENSMUSG00000027082	ENSG00000003436	ortholog_one2one
ENSMUSG00000027102	ENSG00000175879	ortholog_one2one
ENSMUSG00000027111	ENSG00000091409	ortholog_one2one
ENSMUSG00000027115	ENSG00000121621	ortholog_one2one
ENSMUSG00000027167	ENSG00000109911	ortholog_one2one
ENSMUSG00000027199	ENSG00000171766	ortholog_one2one
ENSMUSG00000027200	ENSG00000137872	ortholog_one2one
ENSMUSG00000027204	ENSG00000166147	ortholog_one2one
ENSMUSG00000027208	ENSG00000140285	ortholog_one2one
ENSMUSG00000027210	ENSG00000134138	ortholog_one2one
ENSMUSG00000027215	ENSG00000085117	ortholog_one2one
ENSMUSG00000027217	ENSG00000157570	ortholog_one2one
ENSMUSG00000027221	ENSG00000175264	ortholog_one2one
ENSMUSG00000027238	ENSG00000171877	ortholog_one2one
ENSMUSG00000027239	ENSG00000110492	ortholog_one2one
ENSMUSG00000027253	ENSG00000134569	ortholog_one2one
ENSMUSG00000027276	ENSG00000101384	ortholog_one2one
ENSMUSG00000027293	ENSG00000103966	ortholog_one2one
ENSMUSG00000027306	ENSG00000137804	ortholog_one2one
ENSMUSG00000027314	ENSG00000128917	ortholog_one2one
ENSMUSG00000027318	ENSG00000149451	ortholog_one2one
ENSMUSG00000027333	ENSG00000088826	ortholog_one2one
ENSMUSG00000027338	ENSG00000171864	ortholog_one2one
ENSMUSG00000027339	ENSG00000101265	ortholog_one2one
ENSMUSG00000027351	ENSG00000166068	ortholog_one2one
ENSMUSG00000027358	ENSG00000125845	ortholog_one2one
ENSMUSG00000027360	ENSG00000140287	ortholog_one2one
ENSMUSG00000027361	ENSG00000104064	ortholog_one2one
ENSMUSG00000027368	ENSG00000158050	ortholog_one2one
ENSMUSG00000027375	ENSG00000172005	ortholog_one2one
ENSMUSG00000027377	ENSG00000144063	ortholog_one2one
ENSMUSG00000027381	ENSG00000153094	ortholog_one2one
ENSMUSG00000027397	ENSG00000144136	ortholog_one2one
ENSMUSG00000027398	ENSG00000125538	ortholog_one2one
ENSMUSG00000027399	ENSG00000115008	ortholog_one2one
ENSMUSG00000027400	ENSG00000101327	ortholog_one2one
ENSMUSG00000027408	ENSG00000088882	ortholog_one2one
ENSMUSG00000027420	ENSG00000125864	ortholog_one2one
ENSMUSG00000027423	ENSG00000089006	ortholog_one2one
ENSMUSG00000027435	ENSG00000125810	ortholog_one2one
ENSMUSG00000027459	ENSG00000125898	ortholog_one2one
ENSMUSG00000027463	ENSG00000101276	ortholog_one2one
ENSMUSG00000027469	ENSG00000088325	ortholog_one2one
ENSMUSG00000027474	ENSG00000101331	ortholog_one2one
ENSMUSG00000027500	ENSG00000104435	ortholog_one2one
ENSMUSG00000027508	ENSG00000076641	ortholog_one2one
ENSMUSG00000027510	ENSG00000132819	ortholog_one2one
ENSMUSG00000027513	ENSG00000124253	ortholog_one2one
ENSMUSG00000027514	ENSG00000124256	ortholog_one2one
ENSMUSG00000027524	ENSG00000124205	ortholog_one2one
ENSMUSG00000027533	ENSG00000164687	ortholog_one2one
ENSMUSG00000027544	ENSG00000101096	ortholog_one2one
ENSMUSG00000027559	ENSG00000164879	ortholog_one2one
ENSMUSG00000027562	ENSG00000104267	ortholog_one2one
ENSMUSG00000027574	ENSG00000101198	ortholog_one2one
ENSMUSG00000027577	ENSG00000101204	ortholog_one2one
ENSMUSG00000027580	ENSG00000130589	ortholog_one2one
ENSMUSG00000027596	ENSG00000101440	ortholog_one2one
ENSMUSG00000027611	ENSG00000101000	ortholog_one2one
ENSMUSG00000027636	ENSG00000101082	ortholog_one2one
ENSMUSG00000027639	ENSG00000101347	ortholog_one2one
ENSMUSG00000027654	ENSG00000101447	ortholog_one2one
ENSMUSG00000027660	ENSG00000136603	ortholog_one2one
ENSMUSG00000027669	ENSG00000114450	ortholog_one2one
ENSMUSG00000027670	ENSG00000149635	ortholog_one2one
ENSMUSG00000027674	ENSG00000114757	ortholog_one2one
ENSMUSG00000027684	ENSG00000085276	ortholog_one2one
ENSMUSG00000027690	ENSG00000163581	ortholog_one2one
ENSMUSG00000027692	ENSG00000154310	ortholog_one2one
ENSMUSG00000027716	ENSG00000138741	ortholog_one2one
ENSMUSG00000027718	ENSG00000138684	ortholog_one2one
ENSMUSG00000027737	ENSG00000151012	ortholog_one2one
ENSMUSG00000027750	ENSG00000133110	ortholog_one2one
ENSMUSG00000027761	ENSG00000114771	ortholog_one2one
ENSMUSG00000027776	ENSG00000168811	ortholog_one2one
ENSMUSG00000027790	ENSG00000090402	ortholog_one2one
ENSMUSG00000027797	ENSG00000133083	ortholog_one2one
ENSMUSG00000027799	ENSG00000172915	ortholog_one2one
ENSMUSG00000027800	ENSG00000169908	ortholog_one2one
ENSMUSG00000027801	ENSG00000169903	ortholog_one2one
ENSMUSG00000027803	ENSG00000018408	ortholog_one2one
ENSMUSG00000027820	ENSG00000196549	ortholog_one2one
ENSMUSG00000027827	ENSG00000169282	ortholog_one2one
ENSMUSG00000027832	ENSG00000163661	ortholog_one2one
ENSMUSG00000027843	ENSG00000134242	ortholog_one2one
ENSMUSG00000027848	ENSG00000116774	ortholog_one2one
ENSMUSG00000027859	ENSG00000134259	ortholog_one2one
ENSMUSG00000027861	ENSG00000118729	ortholog_one2one
ENSMUSG00000027863	ENSG00000116824	ortholog_one2one
ENSMUSG00000027875	ENSG00000134240	ortholog_one2one
ENSMUSG00000027876	ENSG00000134193	ortholog_one2one
ENSMUSG00000027878	ENSG00000134250	ortholog_one2one
ENSMUSG00000027907	ENSG00000163191	ortholog_one2one
ENSMUSG00000027954	ENSG00000169242	ortholog_one2one
ENSMUSG00000027962	ENSG00000162692	ortholog_one2one
ENSMUSG00000027966	ENSG00000060718	ortholog_one2one
ENSMUSG00000027971	ENSG00000138653	ortholog_one2one
ENSMUSG00000027985	ENSG00000138795	ortholog_one2one
ENSMUSG00000027995	ENSG00000137462	ortholog_one2one
ENSMUSG00000027996	ENSG00000145423	ortholog_one2one
ENSMUSG00000028003	ENSG00000121207	ortholog_one2one
ENSMUSG00000028017	ENSG00000138798	ortholog_one2one
ENSMUSG00000028031	ENSG00000155011	ortholog_one2one
ENSMUSG00000028033	ENSG00000185760	ortholog_one2one
ENSMUSG00000028037	ENSG00000137965	ortholog_one2one
ENSMUSG00000028041	ENSG00000143537	ortholog_one2one
ENSMUSG00000028063	ENSG00000160789	ortholog_one2one
ENSMUSG00000028064	ENSG00000196189	ortholog_one2one
ENSMUSG00000028071	ENSG00000027869	ortholog_one2one
ENSMUSG00000028072	ENSG00000198400	ortholog_one2one
ENSMUSG00000028073	ENSG00000187800	ortholog_one2one
ENSMUSG00000028080	ENSG00000198589	ortholog_one2one
ENSMUSG00000028086	ENSG00000109670	ortholog_one2one
ENSMUSG00000028100	ENSG00000186364	ortholog_one2one
ENSMUSG00000028108	ENSG00000143369	ortholog_one2one
ENSMUSG00000028111	ENSG00000143387	ortholog_one2one
ENSMUSG00000028128	ENSG00000117525	ortholog_one2one
ENSMUSG00000028159	ENSG00000070190	ortholog_one2one
ENSMUSG00000028161	ENSG00000138814	ortholog_one2one
ENSMUSG00000028163	ENSG00000109320	ortholog_one2one
ENSMUSG00000028175	ENSG00000024526	ortholog_one2one
ENSMUSG00000028211	ENSG00000164938	ortholog_one2one
ENSMUSG00000028214	ENSG00000164949	ortholog_one2one
ENSMUSG00000028222	ENSG00000104327	ortholog_one2one
ENSMUSG00000028226	ENSG00000156103	ortholog_one2one
ENSMUSG00000028234	ENSG00000008988	ortholog_one2one
ENSMUSG00000028238	ENSG00000147614	ortholog_one2one
ENSMUSG00000028255	ENSG00000016490	ortholog_one2one
ENSMUSG00000028259	ENSG00000112214	ortholog_one2one
ENSMUSG00000028266	ENSG00000143013	ortholog_one2one
ENSMUSG00000028273	ENSG00000163110	ortholog_one2one
ENSMUSG00000028298	ENSG00000135346	ortholog_one2one
ENSMUSG00000028307	ENSG00000136872	ortholog_one2one
ENSMUSG00000028312	ENSG00000136824	ortholog_one2one
ENSMUSG00000028332	ENSG00000136929	ortholog_one2one
ENSMUSG00000028339	ENSG00000204291	ortholog_one2one
ENSMUSG00000028341	ENSG00000119508	ortholog_one2one
ENSMUSG00000028354	ENSG00000155816	ortholog_one2one
ENSMUSG00000028356	ENSG00000106927	ortholog_one2one
ENSMUSG00000028360	ENSG00000137968	ortholog_one2one
ENSMUSG00000028362	ENSG00000106952	ortholog_one2one
ENSMUSG00000028364	ENSG00000041982	ortholog_one2one
ENSMUSG00000028367	ENSG00000136810	ortholog_one2one
ENSMUSG00000028369	ENSG00000165124	ortholog_one2one
ENSMUSG00000028370	ENSG00000182752	ortholog_one2one
ENSMUSG00000028378	ENSG00000106853	ortholog_one2one
ENSMUSG00000028381	ENSG00000148154	ortholog_one2one
ENSMUSG00000028386	ENSG00000119457	ortholog_one2one
ENSMUSG00000028399	ENSG00000153707	ortholog_one2one
ENSMUSG00000028410	ENSG00000086061	ortholog_one2one
ENSMUSG00000028413	ENSG00000086062	ortholog_one2one
ENSMUSG00000028415	ENSG00000122711	ortholog_one2one
ENSMUSG00000028435	ENSG00000165272	ortholog_one2one
ENSMUSG00000028445	ENSG00000168913	ortholog_one2one
ENSMUSG00000028459	ENSG00000137101	ortholog_one2one
ENSMUSG00000028460	ENSG00000137078	ortholog_one2one
ENSMUSG00000028463	ENSG00000107159	ortholog_one2one
ENSMUSG00000028465	ENSG00000137076	ortholog_one2one
ENSMUSG00000028480	ENSG00000122694	ortholog_one2one
ENSMUSG00000028487	ENSG00000173068	ortholog_one2one
ENSMUSG00000028488	ENSG00000107295	ortholog_one2one
ENSMUSG00000028494	ENSG00000147872	ortholog_one2one
ENSMUSG00000028524	ENSG00000118473	ortholog_one2one
ENSMUSG00000028525	ENSG00000184588	ortholog_one2one
ENSMUSG00000028553	ENSG00000132855	ortholog_one2one
ENSMUSG00000028565	ENSG00000162599	ortholog_one2one
ENSMUSG00000028581	ENSG00000162511	ortholog_one2one
ENSMUSG00000028583	ENSG00000162493	ortholog_one2one
ENSMUSG00000028599	ENSG00000028137	ortholog_one2one
ENSMUSG00000028600	ENSG00000174348	ortholog_one2one
ENSMUSG00000028602	ENSG00000120949	ortholog_one2one
ENSMUSG00000028635	ENSG00000127129	ortholog_one2one
ENSMUSG00000028645	ENSG00000117394	ortholog_one2one
ENSMUSG00000028657	ENSG00000131238	ortholog_one2one
ENSMUSG00000028691	ENSG00000117450	ortholog_one2one
ENSMUSG00000028713	ENSG00000142973	ortholog_one2one
ENSMUSG00000028717	ENSG00000162367	ortholog_one2one
ENSMUSG00000028763	ENSG00000142798	ortholog_one2one
ENSMUSG00000028766	ENSG00000162551	ortholog_one2one
ENSMUSG00000028771	ENSG00000127947	ortholog_one2one
ENSMUSG00000028776	ENSG00000142910	ortholog_one2one
ENSMUSG00000028780	ENSG00000075223	ortholog_one2one
ENSMUSG00000028793	ENSG00000116514	ortholog_one2one
ENSMUSG00000028832	ENSG00000117632	ortholog_one2one
ENSMUSG00000028838	ENSG00000158008	ortholog_one2one
ENSMUSG00000028843	ENSG00000142669	ortholog_one2one
ENSMUSG00000028859	ENSG00000119535	ortholog_one2one
ENSMUSG00000028862	ENSG00000142733	ortholog_one2one
ENSMUSG00000028864	ENSG00000019991	ortholog_one2one
ENSMUSG00000028871	ENSG00000169218	ortholog_one2one
ENSMUSG00000028873	ENSG00000134690	ortholog_one2one
ENSMUSG00000028874	ENSG00000000938	ortholog_one2one
ENSMUSG00000028943	ENSG00000187017	ortholog_one2one
ENSMUSG00000028965	ENSG00000049249	ortholog_one2one
ENSMUSG00000028967	ENSG00000116285	ortholog_one2one
ENSMUSG00000028978	ENSG00000164867	ortholog_one2one
ENSMUSG00000028996	ENSG00000162444	ortholog_one2one
ENSMUSG00000029019	ENSG00000120937	ortholog_one2one
ENSMUSG00000029061	ENSG00000189409	ortholog_one2one
ENSMUSG00000029070	ENSG00000162576	ortholog_one2one
ENSMUSG00000029075	ENSG00000186827	ortholog_one2one
ENSMUSG00000029082	ENSG00000109743	ortholog_one2one
ENSMUSG00000029084	ENSG00000004468	ortholog_one2one
ENSMUSG00000029096	ENSG00000170801	ortholog_one2one
ENSMUSG00000029123	ENSG00000152953	ortholog_one2one
ENSMUSG00000029135	ENSG00000075426	ortholog_one2one
ENSMUSG00000029167	ENSG00000109819	ortholog_one2one
ENSMUSG00000029177	ENSG00000115163	ortholog_one2one
ENSMUSG00000029178	ENSG00000109787	ortholog_one2one
ENSMUSG00000029188	ENSG00000157765	ortholog_one2one
ENSMUSG00000029193	ENSG00000163394	ortholog_one2one
ENSMUSG00000029201	ENSG00000109814	ortholog_one2one
ENSMUSG00000029204	ENSG00000168421	ortholog_one2one
ENSMUSG00000029205	ENSG00000174343	ortholog_one2one
ENSMUSG00000029207	ENSG00000163697	ortholog_one2one
ENSMUSG00000029223	ENSG00000154277	ortholog_one2one
ENSMUSG00000029231	ENSG00000134853	ortholog_one2one
ENSMUSG00000029245	ENSG00000145242	ortholog_one2one
ENSMUSG00000029249	ENSG00000084093	ortholog_one2one
ENSMUSG00000029254	ENSG00000035720	ortholog_one2one
ENSMUSG00000029272	ENSG00000109193	ortholog_one2one
ENSMUSG00000029275	ENSG00000162676	ortholog_one2one
ENSMUSG00000029287	ENSG00000069702	ortholog_one2one
ENSMUSG00000029304	ENSG00000118785	ortholog_one2one
ENSMUSG00000029307	ENSG00000152592	ortholog_one2one
ENSMUSG00000029309	ENSG00000152583	ortholog_one2one
ENSMUSG00000029321	ENSG00000145283	ortholog_one2one
ENSMUSG00000029322	ENSG00000145287	ortholog_one2one
ENSMUSG00000029338	ENSG00000163297	ortholog_one2one
ENSMUSG00000029352	ENSG00000100053	ortholog_one2one
ENSMUSG00000029368	ENSG00000163631	ortholog_one2one
ENSMUSG00000029371	ENSG00000124875	ortholog_one2one
ENSMUSG00000029372	ENSG00000163736	ortholog_one2one
ENSMUSG00000029377	ENSG00000124882	ortholog_one2one
ENSMUSG00000029378	ENSG00000109321	ortholog_one2one
ENSMUSG00000029401	ENSG00000150977	ortholog_one2one
ENSMUSG00000029413	ENSG00000138744	ortholog_one2one
ENSMUSG00000029417	ENSG00000138755	ortholog_one2one
ENSMUSG00000029436	ENSG00000198598	ortholog_one2one
ENSMUSG00000029449	ENSG00000139725	ortholog_one2one
ENSMUSG00000029455	ENSG00000111275	ortholog_one2one
ENSMUSG00000029465	ENSG00000111229	ortholog_one2one
ENSMUSG00000029467	ENSG00000174437	ortholog_one2one
ENSMUSG00000029468	ENSG00000089041	ortholog_one2one
ENSMUSG00000029475	ENSG00000089094	ortholog_one2one
ENSMUSG00000029484	ENSG00000138772	ortholog_one2one
ENSMUSG00000029516	ENSG00000122966	ortholog_one2one
ENSMUSG00000029522	ENSG00000170890	ortholog_one2one
ENSMUSG00000029530	ENSG00000173585	ortholog_one2one
ENSMUSG00000029553	ENSG00000105967	ortholog_one2one
ENSMUSG00000029563	ENSG00000128573	ortholog_one2one
ENSMUSG00000029570	ENSG00000106003	ortholog_one2one
ENSMUSG00000029580	ENSG00000075624	ortholog_one2one
ENSMUSG00000029581	ENSG00000075618	ortholog_one2one
ENSMUSG00000029597	ENSG00000135094	ortholog_one2one
ENSMUSG00000029603	ENSG00000135144	ortholog_one2one
ENSMUSG00000029622	ENSG00000130429	ortholog_one2one
ENSMUSG00000029641	ENSG00000122035	ortholog_one2one
ENSMUSG00000029648	ENSG00000102755	ortholog_one2one
ENSMUSG00000029651	ENSG00000132938	ortholog_one2one
ENSMUSG00000029656	ENSG00000021852	ortholog_one2one
ENSMUSG00000029657	ENSG00000120694	ortholog_one2one
ENSMUSG00000029659	ENSG00000102802	ortholog_one2one
ENSMUSG00000029661	ENSG00000164692	ortholog_one2one
ENSMUSG00000029664	ENSG00000105825	ortholog_one2one
ENSMUSG00000029669	ENSG00000106025	ortholog_one2one
ENSMUSG00000029671	ENSG00000002745	ortholog_one2one
ENSMUSG00000029673	ENSG00000158321	ortholog_one2one
ENSMUSG00000029675	ENSG00000049540	ortholog_one2one
ENSMUSG00000029700	ENSG00000081800	ortholog_one2one
ENSMUSG00000029710	ENSG00000196411	ortholog_one2one
ENSMUSG00000029718	ENSG00000106333	ortholog_one2one
ENSMUSG00000029755	ENSG00000105880	ortholog_one2one
ENSMUSG00000029757	ENSG00000158560	ortholog_one2one
ENSMUSG00000029761	ENSG00000122786	ortholog_one2one
ENSMUSG00000029765	ENSG00000221866	ortholog_one2one
ENSMUSG00000029771	ENSG00000128604	ortholog_one2one
ENSMUSG00000029778	ENSG00000078549	ortholog_one2one
ENSMUSG00000029798	ENSG00000138642	ortholog_one2one
ENSMUSG00000029810	ENSG00000106565	ortholog_one2one
ENSMUSG00000029814	ENSG00000136231	ortholog_one2one
ENSMUSG00000029816	ENSG00000136235	ortholog_one2one
ENSMUSG00000029819	ENSG00000122585	ortholog_one2one
ENSMUSG00000029826	ENSG00000105939	ortholog_one2one
ENSMUSG00000029838	ENSG00000105894	ortholog_one2one
ENSMUSG00000029844	ENSG00000105991	ortholog_one2one
ENSMUSG00000029915	ENSG00000258227	ortholog_one2one
ENSMUSG00000029919	ENSG00000163106	ortholog_one2one
ENSMUSG00000029925	ENSG00000059377	ortholog_one2one
ENSMUSG00000029994	ENSG00000196975	ortholog_one2one
ENSMUSG00000030022	ENSG00000163638	ortholog_one2one
ENSMUSG00000030029	ENSG00000144749	ortholog_one2one
ENSMUSG00000030042	ENSG00000115350	ortholog_one2one
ENSMUSG00000030047	ENSG00000163219	ortholog_one2one
ENSMUSG00000030054	ENSG00000169704	ortholog_one2one
ENSMUSG00000030056	ENSG00000240682	ortholog_one2one
ENSMUSG00000030069	ENSG00000163421	ortholog_one2one
ENSMUSG00000030077	ENSG00000134121	ortholog_one2one
ENSMUSG00000030102	ENSG00000150995	ortholog_one2one
ENSMUSG00000030103	ENSG00000134107	ortholog_one2one
ENSMUSG00000030104	ENSG00000134109	ortholog_one2one
ENSMUSG00000030107	ENSG00000184979	ortholog_one2one
ENSMUSG00000030108	ENSG00000010379	ortholog_one2one
ENSMUSG00000030109	ENSG00000111181	ortholog_one2one
ENSMUSG00000030111	ENSG00000175899	ortholog_one2one
ENSMUSG00000030114	ENSG00000139187	ortholog_one2one
ENSMUSG00000030116	ENSG00000197614	ortholog_one2one
ENSMUSG00000030117	ENSG00000184344	ortholog_one2one
ENSMUSG00000030123	ENSG00000004399	ortholog_one2one
ENSMUSG00000030124	ENSG00000089692	ortholog_one2one
ENSMUSG00000030142	ENSG00000166523	ortholog_one2one
ENSMUSG00000030144	ENSG00000166527	ortholog_one2one
ENSMUSG00000030156	ENSG00000110848	ortholog_one2one
ENSMUSG00000030159	ENSG00000165682	ortholog_one2one
ENSMUSG00000030162	ENSG00000173391	ortholog_one2one
ENSMUSG00000030165	ENSG00000134539	ortholog_one2one
ENSMUSG00000030172	ENSG00000082805	ortholog_one2one
ENSMUSG00000030189	ENSG00000060138	ortholog_one2one
ENSMUSG00000030199	ENSG00000139083	ortholog_one2one
ENSMUSG00000030208	ENSG00000134531	ortholog_one2one
ENSMUSG00000030214	ENSG00000121316	ortholog_one2one
ENSMUSG00000030217	ENSG00000111339	ortholog_one2one
ENSMUSG00000030218	ENSG00000111341	ortholog_one2one
ENSMUSG00000030219	ENSG00000139055	ortholog_one2one
ENSMUSG00000030220	ENSG00000111348	ortholog_one2one
ENSMUSG00000030223	ENSG00000151490	ortholog_one2one
ENSMUSG00000030228	ENSG00000139144	ortholog_one2one
ENSMUSG00000030246	ENSG00000111716	ortholog_one2one
ENSMUSG00000030247	ENSG00000121361	ortholog_one2one
ENSMUSG00000030249	ENSG00000069431	ortholog_one2one
ENSMUSG00000030268	ENSG00000060982	ortholog_one2one
ENSMUSG00000030272	ENSG00000134072	ortholog_one2one
ENSMUSG00000030287	ENSG00000123104	ortholog_one2one
ENSMUSG00000030291	ENSG00000152944	ortholog_one2one
ENSMUSG00000030315	ENSG00000144560	ortholog_one2one
ENSMUSG00000030317	ENSG00000157150	ortholog_one2one
ENSMUSG00000030336	ENSG00000139193	ortholog_one2one
ENSMUSG00000030341	ENSG00000067182	ortholog_one2one
ENSMUSG00000030342	ENSG00000010278	ortholog_one2one
ENSMUSG00000030351	ENSG00000110900	ortholog_one2one
